Month,Store,Metric,Amount (Rs Lakhs)
August 2024,KAM,Marketing & advertisement,4.4108
August 2024,MOM,Marketing & advertisement,0.62
August 2024,IHY,Marketing & advertisement,0.843
August 2024,DCH,Marketing & advertisement,0.0177
August 2024,SCH,Marketing & advertisement,0.2514
August 2024,LTP,Marketing & advertisement,0.5072
August 2024,FSM,Marketing & advertisement,3.3373
August 2024,GSM,Marketing & advertisement,0.4409
August 2024,PPM,Marketing & advertisement,0.3331
August 2024,FLM,Marketing & advertisement,0.5218
August 2024,FDN,Marketing & advertisement,0.2861
August 2024,DTK,Marketing & advertisement,0.2844
August 2024,AKA,Marketing & advertisement,1.3692
August 2024,HIM,Marketing & advertisement,0.5981
August 2024,SMR,Marketing & advertisement,0.7235
August 2024,ATL,Marketing & advertisement,2.2058
August 2024,DSL,Marketing & advertisement,1.3846
August 2024,ATT,Marketing & advertisement,1.3155
August 2024,BNJ,Marketing & advertisement,2.4351
August 2024,DLP,Marketing & advertisement,0.033
August 2024,EXA,Marketing & advertisement,1.2456
August 2024,VRA,Marketing & advertisement,1.369
August 2024,CPM,Marketing & advertisement,1.2769
August 2024,KTP,Marketing & advertisement,0.7817
August 2024,CAR,Marketing & advertisement,1.3779
August 2024,VEL,Marketing & advertisement,0.2824
August 2024,EGL,Other opex expenses,1.3652
August 2024,ITPL,Other opex expenses,1.8946
August 2024,RMZ,Other opex expenses,0.9434
August 2024,KOR,Other opex expenses,2.2323
August 2024,INB,Other opex expenses,0.0
August 2024,DIV,Other opex expenses,1.0357
August 2024,IND,Other opex expenses,2.938
August 2024,BAG,Other opex expenses,0.9852
August 2024,ECO-old,Other opex expenses,0.0
August 2024,DLF,Other opex expenses,0.0
August 2024,MAN,Other opex expenses,0.8977
August 2024,ECW-old,Other opex expenses,0.9819
August 2024,MTP,Other opex expenses,0.8005
August 2024,ETV,Other opex expenses,0.0
August 2024,VIR,Other opex expenses,1.1898
August 2024,Tecno,Other opex expenses,0.0
August 2024,ARK,Other opex expenses,2.1557
August 2024,SIG,Other opex expenses,0.0
August 2024,HSR,Other opex expenses,2.7732
August 2024,CVR,Other opex expenses,0.6964
August 2024,SJP,Other opex expenses,1.7877
August 2024,ORW,Other opex expenses,1.0217
August 2024,EST,Other opex expenses,1.0772
August 2024,ORE,Other opex expenses,0.0
August 2024,AUR,Other opex expenses,0.0
August 2024,JPN,Other opex expenses,2.2015
August 2024,JPC,Other opex expenses,0.0
August 2024,PTP,Other opex expenses,1.3541
August 2024,SEC,Other opex expenses,0.0
August 2024,SYH,Other opex expenses,1.5952
August 2024,ETF,Other opex expenses,0.9568
August 2024,GSC,Other opex expenses,2.7288
August 2024,PRI,Other opex expenses,0.0
August 2024,ECN,Other opex expenses,1.3071
August 2024,RGA,Other opex expenses,1.1399
August 2024,KNP,Other opex expenses,1.5086
August 2024,KCK,Other opex expenses,1.7403
August 2024,BVG,Other opex expenses,1.6076
August 2024,CLA,Other opex expenses,1.6216
August 2024,IBC,Other opex expenses,0.7876
August 2024,BTG,Other opex expenses,1.445
August 2024,ECT,Other opex expenses,1.9793
August 2024,RRR,Other opex expenses,1.1684
August 2024,SHV,Other opex expenses,1.2798
August 2024,DCB,Other opex expenses,1.3941
August 2024,STN,Other opex expenses,1.147
August 2024,JAY,Other opex expenses,1.6762
August 2024,VBP,Other opex expenses,1.6843
August 2024,ADM,Other opex expenses,2.253
August 2024,SFC,Other opex expenses,3.1309
August 2024,SCK,Other opex expenses,1.7891
August 2024,SES,Other opex expenses,1.3699
August 2024,JIG,Other opex expenses,1.7633
August 2024,GCN,Other opex expenses,1.5428
August 2024,ANN,Other opex expenses,1.9266
August 2024,SKO,Other opex expenses,2.5727
August 2024,JAP,Other opex expenses,1.4353
August 2024,DWR,Other opex expenses,1.3714
August 2024,AVK,Other opex expenses,1.2437
August 2024,CYG,Other opex expenses,1.0544
August 2024,NSS,Other opex expenses,2.3783
August 2024,GEB,Other opex expenses,1.6238
August 2024,ROH,Other opex expenses,1.3621
August 2024,EKL,Other opex expenses,2.3074
August 2024,PBF,Other opex expenses,1.1269
August 2024,KBB,Other opex expenses,1.6311
August 2024,PRM,Other opex expenses,0.9856
August 2024,KAM,Other opex expenses,2.4466
August 2024,MOM,Other opex expenses,0.9202
August 2024,IHY,Other opex expenses,1.4267
August 2024,DCH,Other opex expenses,3.1534
August 2024,SCH,Other opex expenses,1.1424
August 2024,LTP,Other opex expenses,1.2467
August 2024,FSM,Other opex expenses,0.8021
August 2024,GSM,Other opex expenses,0.8292
August 2024,PPM,Other opex expenses,1.1438
August 2024,FLM,Other opex expenses,1.3638
August 2024,FDN,Other opex expenses,2.6257
August 2024,DTK,Other opex expenses,1.8377
August 2024,AKA,Other opex expenses,1.0373
August 2024,HIM,Other opex expenses,1.3821
August 2024,SMR,Other opex expenses,1.9469
August 2024,ATL,Other opex expenses,1.2259
August 2024,DSL,Other opex expenses,0.7996
August 2024,ATT,Other opex expenses,0.8983
August 2024,BNJ,Other opex expenses,1.2445
August 2024,DLP,Other opex expenses,1.3586
August 2024,EXA,Other opex expenses,1.1057
August 2024,VRA,Other opex expenses,1.0265
August 2024,CPM,Other opex expenses,1.1059
August 2024,KTP,Other opex expenses,1.4729
August 2024,CAR,Other opex expenses,0.8184
August 2024,VEL,Other opex expenses,1.56
May 2025,EGL,Gross Sales,19.5325
May 2025,ITPL,Gross Sales,64.171
May 2025,RMZ,Gross Sales,18.3454
May 2025,KOR,Gross Sales,60.0144
May 2025,INB,Gross Sales,0.0
May 2025,DIV,Gross Sales,20.4677
May 2025,IND,Gross Sales,102.0268
May 2025,BAG,Gross Sales,12.2275
May 2025,ECO-old,Gross Sales,0.0
May 2025,DLF,Gross Sales,0.0
May 2025,MAN,Gross Sales,29.1053
May 2025,ECW-old,Gross Sales,18.877
May 2025,MTP,Gross Sales,9.8239
May 2025,ETV,Gross Sales,0.0
May 2025,VIR,Gross Sales,49.1093
May 2025,Tecno,Gross Sales,0.0
May 2025,ARK,Gross Sales,64.6832
May 2025,SIG,Gross Sales,0.0
May 2025,HSR,Gross Sales,97.8715
May 2025,CVR,Gross Sales,11.1557
May 2025,SJP,Gross Sales,58.0146
May 2025,ORW,Gross Sales,26.6629
May 2025,EST,Gross Sales,37.6212
May 2025,ORE,Gross Sales,0.0
May 2025,AUR,Gross Sales,0.0
May 2025,JPN,Gross Sales,45.3343
May 2025,JPC,Gross Sales,0.0
May 2025,PTP,Gross Sales,37.6995
May 2025,SEC,Gross Sales,0.0
May 2025,SYH,Gross Sales,57.8691
May 2025,ETF,Gross Sales,25.5215
May 2025,GSC,Gross Sales,23.3523
May 2025,PRI,Gross Sales,0.0
May 2025,ECN,Gross Sales,23.9188
May 2025,RGA,Gross Sales,29.251
May 2025,KNP,Gross Sales,39.192
May 2025,KCK,Gross Sales,54.3423
May 2025,BVG,Gross Sales,44.5011
May 2025,CLA,Gross Sales,35.2444
May 2025,IBC,Gross Sales,15.4857
May 2025,BTG,Gross Sales,36.4454
May 2025,ECT,Gross Sales,39.1981
May 2025,RRR,Gross Sales,34.7467
May 2025,SHV,Gross Sales,34.5721
May 2025,DCB,Gross Sales,14.65
May 2025,STN,Gross Sales,32.4283
May 2025,JAY,Gross Sales,49.1023
May 2025,AYN,Gross Sales,26.637
May 2025,BOM,Gross Sales,28.6421
May 2025,RAJ,Gross Sales,28.5117
May 2025,WHT,Gross Sales,33.8465
May 2025,FKM,Gross Sales,11.6874
May 2025,VBP,Gross Sales,81.0402
May 2025,ADM,Gross Sales,103.0079
May 2025,SFC,Gross Sales,80.8541
May 2025,SCK,Gross Sales,64.7979
May 2025,SES,Gross Sales,54.3516
May 2025,JIG,Gross Sales,57.0386
May 2025,GCN,Gross Sales,43.6518
May 2025,ANN,Gross Sales,48.8824
May 2025,SKO,Gross Sales,57.5324
May 2025,JAP,Gross Sales,37.9169
May 2025,DWR,Gross Sales,51.1933
May 2025,AVK,Gross Sales,17.0969
May 2025,CYG,Gross Sales,33.2945
May 2025,NSS,Gross Sales,44.633
May 2025,GEB,Gross Sales,44.06
May 2025,ROH,Gross Sales,43.6537
May 2025,EKL,Gross Sales,71.6364
May 2025,PBF,Gross Sales,34.0755
May 2025,KBB,Gross Sales,47.4977
May 2025,PRM,Gross Sales,26.7959
May 2025,KAM,Gross Sales,43.3507
May 2025,MOM,Gross Sales,45.375
May 2025,MAY,Gross Sales,29.6389
May 2025,PTG,Gross Sales,25.6721
May 2025,TGN,Gross Sales,38.9959
May 2025,SHA,Gross Sales,17.5226
May 2025,HKZ,Gross Sales,53.8697
May 2025,IHY,Gross Sales,35.4125
May 2025,DCH,Gross Sales,33.5025
May 2025,SCH,Gross Sales,33.2778
May 2025,LTP,Gross Sales,25.7018
May 2025,FSM,Gross Sales,27.986
May 2025,GSM,Gross Sales,31.6735
May 2025,PPM,Gross Sales,27.4168
May 2025,FLM,Gross Sales,32.3821
May 2025,FDN,Gross Sales,91.8574
May 2025,DTK,Gross Sales,51.3592
May 2025,AKA,Gross Sales,31.6175
May 2025,HIM,Gross Sales,31.2782
May 2025,SMR,Gross Sales,91.0274
May 2025,ATL,Gross Sales,41.4475
May 2025,DSL,Gross Sales,24.4757
May 2025,ATT,Gross Sales,24.0177
May 2025,BNJ,Gross Sales,37.5787
May 2025,AMZ,Gross Sales,20.5242
May 2025,MFT,Gross Sales,14.7558
May 2025,NEX,Gross Sales,27.8612
May 2025,DLP,Gross Sales,20.5138
May 2025,EXA,Gross Sales,27.2673
May 2025,VRA,Gross Sales,39.8779
May 2025,CPM,Gross Sales,29.9849
May 2025,KTP,Gross Sales,56.7874
May 2025,CAR,Gross Sales,27.6579
May 2025,VEL,Gross Sales,47.6664
May 2025,NUN,Gross Sales,54.907
May 2025,PER,Gross Sales,24.0344
May 2025,OPP,Gross Sales,35.4342
May 2025,DLT,Gross Sales,22.0501
May 2025,MMM,Gross Sales,30.1348
May 2025,PAD,Gross Sales,26.7065
May 2025,MTM,Gross Sales,1.6473
May 2025,WST,Gross Sales,10.5095
May 2025,EGL,Net Sales,18.7098
May 2025,ITPL,Net Sales,62.8015
May 2025,RMZ,Net Sales,17.7701
May 2025,KOR,Net Sales,59.264
May 2025,INB,Net Sales,0.0
May 2025,DIV,Net Sales,19.9587
May 2025,IND,Net Sales,100.8314
May 2025,BAG,Net Sales,11.6452
May 2025,ECO-old,Net Sales,0.0
May 2025,DLF,Net Sales,0.0
May 2025,MAN,Net Sales,28.1649
May 2025,ECW-old,Net Sales,18.5154
May 2025,MTP,Net Sales,9.3561
May 2025,ETV,Net Sales,0.0
May 2025,VIR,Net Sales,48.4852
May 2025,Tecno,Net Sales,0.0
May 2025,ARK,Net Sales,63.8889
May 2025,SIG,Net Sales,0.0
May 2025,HSR,Net Sales,96.6601
May 2025,CVR,Net Sales,10.6245
May 2025,SJP,Net Sales,57.5239
May 2025,ORW,Net Sales,25.3932
May 2025,EST,Net Sales,37.261
May 2025,ORE,Net Sales,0.0
May 2025,AUR,Net Sales,0.0
May 2025,JPN,Net Sales,44.4703
May 2025,JPC,Net Sales,0.0
May 2025,PTP,Net Sales,37.1569
May 2025,SEC,Net Sales,0.0
May 2025,SYH,Net Sales,57.1851
May 2025,ETF,Net Sales,24.3062
May 2025,GSC,Net Sales,22.2403
May 2025,PRI,Net Sales,0.0
May 2025,ECN,Net Sales,23.1432
May 2025,RGA,Net Sales,28.9878
May 2025,KNP,Net Sales,38.647
May 2025,KCK,Net Sales,54.3392
May 2025,BVG,Net Sales,43.7245
May 2025,CLA,Net Sales,35.2072
May 2025,IBC,Net Sales,15.0665
May 2025,BTG,Net Sales,35.8509
May 2025,ECT,Net Sales,38.5518
May 2025,RRR,Net Sales,34.1461
May 2025,SHV,Net Sales,33.9514
May 2025,DCB,Net Sales,14.65
May 2025,STN,Net Sales,31.1733
May 2025,JAY,Net Sales,47.9847
May 2025,AYN,Net Sales,26.3084
May 2025,BOM,Net Sales,28.2655
May 2025,RAJ,Net Sales,28.1389
May 2025,WHT,Net Sales,33.4912
May 2025,FKM,Net Sales,11.1309
May 2025,VBP,Net Sales,80.1801
May 2025,ADM,Net Sales,102.232
May 2025,SFC,Net Sales,80.8148
May 2025,SCK,Net Sales,64.7936
May 2025,SES,Net Sales,53.5233
May 2025,JIG,Net Sales,56.5748
May 2025,GCN,Net Sales,43.2406
May 2025,ANN,Net Sales,48.2005
May 2025,SKO,Net Sales,56.7296
May 2025,JAP,Net Sales,37.9061
May 2025,DWR,Net Sales,51.1909
May 2025,AVK,Net Sales,16.6627
May 2025,CYG,Net Sales,32.6951
May 2025,NSS,Net Sales,44.6326
May 2025,GEB,Net Sales,43.5886
May 2025,ROH,Net Sales,43.6522
May 2025,EKL,Net Sales,70.8293
May 2025,PBF,Net Sales,33.5792
May 2025,KBB,Net Sales,47.3777
May 2025,PRM,Net Sales,26.0788
May 2025,KAM,Net Sales,42.6429
May 2025,MOM,Net Sales,44.9707
May 2025,MAY,Net Sales,29.6388
May 2025,PTG,Net Sales,25.0802
May 2025,TGN,Net Sales,38.3688
May 2025,SHA,Net Sales,17.5214
May 2025,HKZ,Net Sales,53.2666
May 2025,IHY,Net Sales,33.7262
May 2025,DCH,Net Sales,33.4413
May 2025,SCH,Net Sales,31.6931
May 2025,LTP,Net Sales,25.0129
May 2025,FSM,Net Sales,26.6534
May 2025,GSM,Net Sales,31.2342
May 2025,PPM,Net Sales,26.8817
May 2025,FLM,Net Sales,31.9331
May 2025,FDN,Net Sales,90.4099
May 2025,DTK,Net Sales,50.4452
May 2025,AKA,Net Sales,31.1616
May 2025,HIM,Net Sales,30.5628
May 2025,SMR,Net Sales,89.9342
May 2025,ATL,Net Sales,40.4942
May 2025,DSL,Net Sales,23.8692
May 2025,ATT,Net Sales,23.5533
May 2025,BNJ,Net Sales,36.9185
May 2025,AMZ,Net Sales,19.5469
May 2025,MFT,Net Sales,14.0531
May 2025,NEX,Net Sales,27.2429
May 2025,DLP,Net Sales,19.5369
May 2025,EXA,Net Sales,25.9689
May 2025,VRA,Net Sales,38.7198
May 2025,CPM,Net Sales,28.662
May 2025,KTP,Net Sales,55.451
May 2025,CAR,Net Sales,26.6597
May 2025,VEL,Net Sales,46.7552
May 2025,NUN,Net Sales,54.2005
May 2025,PER,Net Sales,23.5673
May 2025,OPP,Net Sales,34.9026
May 2025,DLT,Net Sales,21.765
May 2025,MMM,Net Sales,29.1375
May 2025,PAD,Net Sales,26.0204
May 2025,MTM,Net Sales,1.5689
May 2025,WST,Net Sales,10.009
May 2025,EGL,COGS (food +packaging),6.415
May 2025,ITPL,COGS (food +packaging),24.7303
May 2025,RMZ,COGS (food +packaging),6.2609
May 2025,KOR,COGS (food +packaging),19.8613
May 2025,INB,COGS (food +packaging),0.0
May 2025,DIV,COGS (food +packaging),6.7368
May 2025,IND,COGS (food +packaging),36.5728
May 2025,BAG,COGS (food +packaging),4.3241
May 2025,ECO-old,COGS (food +packaging),0.0
May 2025,DLF,COGS (food +packaging),0.0
May 2025,MAN,COGS (food +packaging),9.9592
May 2025,ECW-old,COGS (food +packaging),5.7165
May 2025,MTP,COGS (food +packaging),3.433
May 2025,ETV,COGS (food +packaging),0.0
May 2025,VIR,COGS (food +packaging),16.3018
May 2025,Tecno,COGS (food +packaging),0.0
May 2025,ARK,COGS (food +packaging),21.367
May 2025,SIG,COGS (food +packaging),0.0
May 2025,HSR,COGS (food +packaging),32.8094
May 2025,CVR,COGS (food +packaging),3.7227
May 2025,SJP,COGS (food +packaging),20.4584
May 2025,ORW,COGS (food +packaging),9.2356
May 2025,EST,COGS (food +packaging),12.5062
May 2025,ORE,COGS (food +packaging),0.0
May 2025,AUR,COGS (food +packaging),0.0
May 2025,JPN,COGS (food +packaging),15.2665
May 2025,JPC,COGS (food +packaging),0.0
May 2025,PTP,COGS (food +packaging),13.7753
May 2025,SEC,COGS (food +packaging),0.0
May 2025,SYH,COGS (food +packaging),21.3406
May 2025,ETF,COGS (food +packaging),9.487
May 2025,GSC,COGS (food +packaging),8.7755
May 2025,PRI,COGS (food +packaging),0.0
May 2025,ECN,COGS (food +packaging),8.2175
May 2025,RGA,COGS (food +packaging),9.4785
May 2025,KNP,COGS (food +packaging),14.3348
May 2025,KCK,COGS (food +packaging),18.5607
May 2025,BVG,COGS (food +packaging),14.2275
May 2025,CLA,COGS (food +packaging),15.2648
May 2025,IBC,COGS (food +packaging),5.2633
May 2025,BTG,COGS (food +packaging),12.0075
May 2025,ECT,COGS (food +packaging),13.8162
May 2025,RRR,COGS (food +packaging),10.9667
May 2025,SHV,COGS (food +packaging),11.3828
May 2025,DCB,COGS (food +packaging),6.246
May 2025,STN,COGS (food +packaging),11.026
May 2025,JAY,COGS (food +packaging),17.582
May 2025,AYN,COGS (food +packaging),9.0379
May 2025,BOM,COGS (food +packaging),11.0139
May 2025,RAJ,COGS (food +packaging),9.2431
May 2025,WHT,COGS (food +packaging),11.4927
May 2025,FKM,COGS (food +packaging),5.9723
May 2025,VBP,COGS (food +packaging),28.4672
May 2025,ADM,COGS (food +packaging),37.2719
May 2025,SFC,COGS (food +packaging),29.3934
May 2025,SCK,COGS (food +packaging),23.9339
May 2025,SES,COGS (food +packaging),19.278
May 2025,JIG,COGS (food +packaging),20.7288
May 2025,GCN,COGS (food +packaging),15.5687
May 2025,ANN,COGS (food +packaging),17.2013
May 2025,SKO,COGS (food +packaging),20.4669
May 2025,JAP,COGS (food +packaging),14.4089
May 2025,DWR,COGS (food +packaging),19.5796
May 2025,AVK,COGS (food +packaging),6.833
May 2025,CYG,COGS (food +packaging),10.6801
May 2025,NSS,COGS (food +packaging),15.6759
May 2025,GEB,COGS (food +packaging),16.0554
May 2025,ROH,COGS (food +packaging),15.6732
May 2025,EKL,COGS (food +packaging),26.1519
May 2025,PBF,COGS (food +packaging),13.0006
May 2025,KBB,COGS (food +packaging),17.3088
May 2025,PRM,COGS (food +packaging),9.5923
May 2025,KAM,COGS (food +packaging),15.661
May 2025,MOM,COGS (food +packaging),16.5739
May 2025,MAY,COGS (food +packaging),10.8693
May 2025,PTG,COGS (food +packaging),9.1934
May 2025,TGN,COGS (food +packaging),13.5982
May 2025,SHA,COGS (food +packaging),6.6615
May 2025,HKZ,COGS (food +packaging),19.2006
May 2025,IHY,COGS (food +packaging),12.2808
May 2025,DCH,COGS (food +packaging),14.7772
May 2025,SCH,COGS (food +packaging),11.483
May 2025,LTP,COGS (food +packaging),9.0815
May 2025,FSM,COGS (food +packaging),9.6677
May 2025,GSM,COGS (food +packaging),10.7426
May 2025,PPM,COGS (food +packaging),9.8417
May 2025,FLM,COGS (food +packaging),10.9396
May 2025,FDN,COGS (food +packaging),29.82
May 2025,DTK,COGS (food +packaging),16.9831
May 2025,AKA,COGS (food +packaging),11.0928
May 2025,HIM,COGS (food +packaging),10.5995
May 2025,SMR,COGS (food +packaging),29.5297
May 2025,ATL,COGS (food +packaging),13.7963
May 2025,DSL,COGS (food +packaging),8.4625
May 2025,ATT,COGS (food +packaging),8.4146
May 2025,BNJ,COGS (food +packaging),12.9892
May 2025,AMZ,COGS (food +packaging),9.5162
May 2025,MFT,COGS (food +packaging),6.4115
May 2025,NEX,COGS (food +packaging),9.8587
May 2025,DLP,COGS (food +packaging),7.6292
May 2025,EXA,COGS (food +packaging),9.7503
May 2025,VRA,COGS (food +packaging),13.7063
May 2025,CPM,COGS (food +packaging),9.9902
May 2025,KTP,COGS (food +packaging),19.3033
May 2025,CAR,COGS (food +packaging),9.548
May 2025,VEL,COGS (food +packaging),15.8357
May 2025,NUN,COGS (food +packaging),19.207
May 2025,PER,COGS (food +packaging),8.6902
May 2025,OPP,COGS (food +packaging),12.4177
May 2025,DLT,COGS (food +packaging),7.4174
May 2025,MMM,COGS (food +packaging),10.7627
May 2025,PAD,COGS (food +packaging),9.767
May 2025,MTM,COGS (food +packaging),0.5744
May 2025,WST,COGS (food +packaging),3.9458
May 2025,EGL,store Labor Cost,3.8407
May 2025,ITPL,store Labor Cost,7.2431
May 2025,RMZ,store Labor Cost,3.6538
May 2025,KOR,store Labor Cost,5.7475
May 2025,INB,store Labor Cost,0.0
May 2025,DIV,store Labor Cost,3.4844
May 2025,IND,store Labor Cost,7.6338
May 2025,BAG,store Labor Cost,3.1396
May 2025,ECO-old,store Labor Cost,0.0
May 2025,DLF,store Labor Cost,0.0
May 2025,MAN,store Labor Cost,3.3937
May 2025,ECW-old,store Labor Cost,3.7712
May 2025,MTP,store Labor Cost,2.4242
May 2025,ETV,store Labor Cost,0.0
May 2025,VIR,store Labor Cost,4.3597
May 2025,Tecno,store Labor Cost,0.0
May 2025,ARK,store Labor Cost,5.5156
May 2025,SIG,store Labor Cost,0.0
May 2025,HSR,store Labor Cost,8.1898
May 2025,CVR,store Labor Cost,2.9619
May 2025,SJP,store Labor Cost,7.0807
May 2025,ORW,store Labor Cost,4.033
May 2025,EST,store Labor Cost,4.0364
May 2025,ORE,store Labor Cost,0.0
May 2025,AUR,store Labor Cost,0.0
May 2025,JPN,store Labor Cost,5.3903
May 2025,JPC,store Labor Cost,0.0
May 2025,PTP,store Labor Cost,4.5376
May 2025,SEC,store Labor Cost,0.0
May 2025,SYH,store Labor Cost,7.8503
May 2025,ETF,store Labor Cost,3.2754
May 2025,GSC,store Labor Cost,3.2432
May 2025,PRI,store Labor Cost,0.0
May 2025,ECN,store Labor Cost,3.3622
May 2025,RGA,store Labor Cost,3.5747
May 2025,KNP,store Labor Cost,5.13
May 2025,KCK,store Labor Cost,4.2762
May 2025,BVG,store Labor Cost,3.8292
May 2025,CLA,store Labor Cost,4.007
May 2025,IBC,store Labor Cost,2.9155
May 2025,BTG,store Labor Cost,4.0897
May 2025,ECT,store Labor Cost,4.4322
May 2025,RRR,store Labor Cost,3.6788
May 2025,SHV,store Labor Cost,4.4673
May 2025,DCB,store Labor Cost,2.7788
May 2025,STN,store Labor Cost,3.7152
May 2025,JAY,store Labor Cost,5.3294
May 2025,AYN,store Labor Cost,3.8345
May 2025,BOM,store Labor Cost,5.31
May 2025,RAJ,store Labor Cost,3.812
May 2025,WHT,store Labor Cost,5.2776
May 2025,FKM,store Labor Cost,3.133
May 2025,VBP,store Labor Cost,6.2384
May 2025,ADM,store Labor Cost,6.4014
May 2025,SFC,store Labor Cost,4.3825
May 2025,SCK,store Labor Cost,4.6515
May 2025,SES,store Labor Cost,5.3131
May 2025,JIG,store Labor Cost,5.4828
May 2025,GCN,store Labor Cost,4.8472
May 2025,ANN,store Labor Cost,5.7498
May 2025,SKO,store Labor Cost,5.9534
May 2025,JAP,store Labor Cost,4.0388
May 2025,DWR,store Labor Cost,4.1252
May 2025,AVK,store Labor Cost,3.8718
May 2025,CYG,store Labor Cost,3.7214
May 2025,NSS,store Labor Cost,4.5972
May 2025,GEB,store Labor Cost,4.5742
May 2025,ROH,store Labor Cost,4.2451
May 2025,EKL,store Labor Cost,7.7923
May 2025,PBF,store Labor Cost,5.2224
May 2025,KBB,store Labor Cost,4.2515
May 2025,PRM,store Labor Cost,4.1169
May 2025,KAM,store Labor Cost,6.5658
May 2025,MOM,store Labor Cost,6.1496
May 2025,MAY,store Labor Cost,4.7433
May 2025,PTG,store Labor Cost,3.4631
May 2025,TGN,store Labor Cost,4.5407
May 2025,SHA,store Labor Cost,3.8839
May 2025,HKZ,store Labor Cost,7.3846
May 2025,IHY,store Labor Cost,3.6757
May 2025,DCH,store Labor Cost,5.4926
May 2025,SCH,store Labor Cost,3.984
May 2025,LTP,store Labor Cost,3.9245
May 2025,FSM,store Labor Cost,2.65
May 2025,GSM,store Labor Cost,2.9606
May 2025,PPM,store Labor Cost,3.3866
May 2025,FLM,store Labor Cost,3.8706
May 2025,FDN,store Labor Cost,5.8082
May 2025,DTK,store Labor Cost,5.336
May 2025,AKA,store Labor Cost,2.7596
May 2025,HIM,store Labor Cost,4.2219
May 2025,SMR,store Labor Cost,6.5653
May 2025,ATL,store Labor Cost,3.2198
May 2025,DSL,store Labor Cost,2.4182
May 2025,ATT,store Labor Cost,3.7851
May 2025,BNJ,store Labor Cost,4.0334
May 2025,AMZ,store Labor Cost,4.4184
May 2025,MFT,store Labor Cost,2.8889
May 2025,NEX,store Labor Cost,3.5956
May 2025,DLP,store Labor Cost,3.2133
May 2025,EXA,store Labor Cost,4.3863
May 2025,VRA,store Labor Cost,4.5586
May 2025,CPM,store Labor Cost,4.8506
May 2025,KTP,store Labor Cost,5.0127
May 2025,CAR,store Labor Cost,4.6764
May 2025,VEL,store Labor Cost,5.6428
May 2025,NUN,store Labor Cost,5.6028
May 2025,PER,store Labor Cost,4.0619
May 2025,OPP,store Labor Cost,3.7713
May 2025,DLT,store Labor Cost,3.7264
May 2025,MMM,store Labor Cost,4.2191
May 2025,PAD,store Labor Cost,5.14
May 2025,MTM,store Labor Cost,5.1665
May 2025,WST,store Labor Cost,4.0079
May 2025,EGL,Utility Cost,0.8114
May 2025,ITPL,Utility Cost,1.6314
May 2025,RMZ,Utility Cost,0.7392
May 2025,KOR,Utility Cost,2.7224
May 2025,INB,Utility Cost,0.0
May 2025,DIV,Utility Cost,0.9599
May 2025,IND,Utility Cost,3.104
May 2025,BAG,Utility Cost,0.7429
May 2025,ECO-old,Utility Cost,0.0
May 2025,DLF,Utility Cost,0.0
May 2025,MAN,Utility Cost,0.8652
May 2025,ECW-old,Utility Cost,0.9432
May 2025,MTP,Utility Cost,0.9407
May 2025,ETV,Utility Cost,0.0
May 2025,VIR,Utility Cost,1.254
May 2025,Tecno,Utility Cost,0.0
May 2025,ARK,Utility Cost,1.819
May 2025,SIG,Utility Cost,0.0
May 2025,HSR,Utility Cost,2.2271
May 2025,CVR,Utility Cost,0.7408
May 2025,SJP,Utility Cost,2.2139
May 2025,ORW,Utility Cost,1.1123
May 2025,EST,Utility Cost,1.8542
May 2025,ORE,Utility Cost,0.0
May 2025,AUR,Utility Cost,0.0
May 2025,JPN,Utility Cost,2.4063
May 2025,JPC,Utility Cost,0.0
May 2025,PTP,Utility Cost,1.4669
May 2025,SEC,Utility Cost,0.0
May 2025,SYH,Utility Cost,2.676
May 2025,ETF,Utility Cost,0.67
May 2025,GSC,Utility Cost,0.0
May 2025,PRI,Utility Cost,0.0
May 2025,ECN,Utility Cost,1.05
May 2025,RGA,Utility Cost,1.1628
May 2025,KNP,Utility Cost,2.0022
May 2025,KCK,Utility Cost,1.8148
May 2025,BVG,Utility Cost,1.4877
May 2025,CLA,Utility Cost,1.6011
May 2025,IBC,Utility Cost,1.507
May 2025,BTG,Utility Cost,0.5573
May 2025,ECT,Utility Cost,2.0496
May 2025,RRR,Utility Cost,1.1081
May 2025,SHV,Utility Cost,1.2948
May 2025,DCB,Utility Cost,0.0
May 2025,STN,Utility Cost,1.0904
May 2025,JAY,Utility Cost,1.5869
May 2025,AYN,Utility Cost,1.1708
May 2025,BOM,Utility Cost,1.7945
May 2025,RAJ,Utility Cost,1.635
May 2025,WHT,Utility Cost,1.954
May 2025,FKM,Utility Cost,0.6231
May 2025,VBP,Utility Cost,1.3281
May 2025,ADM,Utility Cost,1.615
May 2025,SFC,Utility Cost,1.5972
May 2025,SCK,Utility Cost,1.5209
May 2025,SES,Utility Cost,1.0873
May 2025,JIG,Utility Cost,2.2397
May 2025,GCN,Utility Cost,1.7484
May 2025,ANN,Utility Cost,1.5389
May 2025,SKO,Utility Cost,2.1094
May 2025,JAP,Utility Cost,1.1272
May 2025,DWR,Utility Cost,1.2398
May 2025,AVK,Utility Cost,0.9348
May 2025,CYG,Utility Cost,1.0445
May 2025,NSS,Utility Cost,1.5938
May 2025,GEB,Utility Cost,1.2395
May 2025,ROH,Utility Cost,1.6893
May 2025,EKL,Utility Cost,3.8553
May 2025,PBF,Utility Cost,0.6
May 2025,KBB,Utility Cost,1.1893
