Month,Store,Metric,Amount (Rs Lakhs)
May 2024,SES,Rent ,0.3307
May 2024,JIG,Rent ,1.45
May 2024,GCN,Rent ,2.448
May 2024,ANN,Rent ,4.244
May 2024,SKO,Rent ,3.5828
May 2024,JAP,Rent ,0.371
May 2024,DWR,Rent ,0.3935
May 2024,AVK,Rent ,2.5218
May 2024,CYG,Rent ,2.8198
May 2024,NSS,Rent ,0.47
May 2024,GEB,Rent ,1.2144
May 2024,ROH,Rent ,0.45
May 2024,EKL,Rent ,3.54
May 2024,PBF,Rent ,1.9642
May 2024,KBB,Rent ,0.179
May 2024,PRM,Rent ,2.1225
May 2024,IHY,Rent ,6.4287
May 2024,DCH,Rent ,0.0
May 2024,HAA,Rent ,0.0
May 2024,SCH,Rent ,3.1611
May 2024,LTP,Rent ,2.2126
May 2024,FSM,Rent ,3.554
May 2024,GSM,Rent ,1.18
May 2024,PPM,Rent ,1.8193
May 2024,FLM,Rent ,1.9
May 2024,FDN,Rent ,3.3501
May 2024,DTK,Rent ,3.8663
May 2024,AKA,Rent ,1.593
May 2024,HIM,Rent ,1.475
May 2024,SMR,Rent ,1.6333
May 2024,ATL,Rent ,1.3753
May 2024,DSL,Rent ,0.1446
May 2024,DLP,Rent ,3.2588
May 2024,EXA,Rent ,3.7822
May 2024,VRA,Rent ,3.2096
May 2024,CPM,Rent ,4.2557
May 2024,KTP,Rent ,3.2226
May 2024,CAR,Rent ,1.8975
May 2024,VEL,Rent ,1.7
May 2024,EGL,CAM,0.0
May 2024,ITPL,CAM,0.0
May 2024,RMZ,CAM,0.1888
May 2024,KOR,CAM,0.0
May 2024,INB,CAM,0.0
May 2024,DIV,CAM,0.177
May 2024,IND,CAM,0.0
May 2024,BAG,CAM,0.3098
May 2024,ECO-old,CAM,0.0
May 2024,DLF,CAM,0.0
May 2024,MAN,CAM,0.0
May 2024,ECW-old,CAM,0.2036
May 2024,MTP,CAM,0.0
May 2024,ETV,CAM,0.0
May 2024,VIR,CAM,0.295
May 2024,Tecno,CAM,0.0
May 2024,ARK,CAM,0.0
May 2024,SIG,CAM,0.0
May 2024,HSR,CAM,0.0
May 2024,CVR,CAM,0.295
May 2024,SJP,CAM,0.0
May 2024,ORW,CAM,1.0762
May 2024,EST,CAM,0.3788
May 2024,ORE,CAM,0.0
May 2024,AUR,CAM,0.0
May 2024,JPN,CAM,0.0
May 2024,JPC,CAM,0.0
May 2024,PTP,CAM,0.0
May 2024,SEC,CAM,0.0
May 2024,SYH,CAM,0.0
May 2024,ETF,CAM,0.0
May 2024,GSC,CAM,0.0
May 2024,PRI,CAM,0.0
May 2024,ECN,CAM,0.4445
May 2024,RGA,CAM,0.2643
May 2024,KCK,CAM,0.0
May 2024,BVG,CAM,0.118
May 2024,CLA,CAM,0.0
May 2024,IBC,CAM,0.0
May 2024,BTG,CAM,0.2602
May 2024,ECT,CAM,0.0
May 2024,RRR,CAM,0.4413
May 2024,SHV,CAM,0.1475
May 2024,DCB,CAM,0.0
May 2024,VBP,CAM,0.4673
May 2024,ADM,CAM,1.1417
May 2024,SFC,CAM,0.0578
May 2024,SCK,CAM,0.0
May 2024,SES,CAM,0.0
May 2024,JIG,CAM,0.0865
May 2024,GCN,CAM,0.6938
May 2024,ANN,CAM,0.8615
May 2024,SKO,CAM,1.03
May 2024,JAP,CAM,0.0
May 2024,DWR,CAM,0.0
May 2024,AVK,CAM,0.7722
May 2024,CYG,CAM,0.8937
May 2024,NSS,CAM,0.0
May 2024,GEB,CAM,0.563
May 2024,ROH,CAM,0.0
May 2024,EKL,CAM,0.0
May 2024,PBF,CAM,0.59
May 2024,KBB,CAM,0.531
May 2024,PRM,CAM,1.3806
May 2024,IHY,CAM,0.4248
May 2024,DCH,CAM,0.0
May 2024,HAA,CAM,0.0
May 2024,SCH,CAM,0.5464
May 2024,LTP,CAM,0.4507
May 2024,FSM,CAM,0.5711
May 2024,GSM,CAM,0.2654
May 2024,PPM,CAM,0.4553
May 2024,FLM,CAM,0.0949
May 2024,FDN,CAM,0.2804
May 2024,DTK,CAM,0.2322
May 2024,AKA,CAM,0.59
May 2024,HIM,CAM,0.0
May 2024,SMR,CAM,0.209
May 2024,ATL,CAM,0.2741
May 2024,DSL,CAM,0.0533
May 2024,DLP,CAM,0.5855
May 2024,EXA,CAM,0.63
May 2024,VRA,CAM,1.0915
May 2024,CPM,CAM,0.7499
May 2024,KTP,CAM,0.531
May 2024,CAR,CAM,0.693
May 2024,EGL,Aggregator commission,0.0
May 2024,ITPL,Aggregator commission,9.4401
May 2024,RMZ,Aggregator commission,0.9271
May 2024,KOR,Aggregator commission,6.7274
May 2024,INB,Aggregator commission,0.0
May 2024,DIV,Aggregator commission,2.9936
May 2024,IND,Aggregator commission,13.1207
May 2024,BAG,Aggregator commission,1.0745
May 2024,MAN,Aggregator commission,1.5452
May 2024,ECW-old,Aggregator commission,5.2788
May 2024,MTP,Aggregator commission,0.0
May 2024,VIR,Aggregator commission,5.1227
May 2024,Tecno,Aggregator commission,0.0
May 2024,ARK,Aggregator commission,8.4667
May 2024,HSR,Aggregator commission,12.8755
May 2024,CVR,Aggregator commission,0.0
May 2024,SJP,Aggregator commission,0.0
May 2024,ORW,Aggregator commission,2.3925
May 2024,EST,Aggregator commission,5.9093
May 2024,JPN,Aggregator commission,8.4672
May 2024,SYH,Aggregator commission,7.7331
May 2024,ETF,Aggregator commission,0.0
May 2024,GSC,Aggregator commission,0.0
May 2024,PRI,Aggregator commission,0.0
May 2024,ECN,Aggregator commission,3.3393
May 2024,RGA,Aggregator commission,4.5556
May 2024,KNP,Aggregator commission,3.4494
May 2024,KCK,Aggregator commission,10.5759
May 2024,BVG,Aggregator commission,4.7282
May 2024,CLA,Aggregator commission,6.4396
May 2024,IBC,Aggregator commission,1.1295
May 2024,BTG,Aggregator commission,3.8529
May 2024,ECT,Aggregator commission,5.9698
May 2024,RRR,Aggregator commission,3.0427
May 2024,SHV,Aggregator commission,4.7537
May 2024,DCB,Aggregator commission,0.0
May 2024,VBP,Aggregator commission,8.8861
May 2024,ADM,Aggregator commission,14.6296
May 2024,SFC,Aggregator commission,11.7787
May 2024,SCK,Aggregator commission,10.3757
May 2024,SES,Aggregator commission,6.5719
May 2024,JIG,Aggregator commission,8.3669
May 2024,GCN,Aggregator commission,5.3946
May 2024,ANN,Aggregator commission,5.4924
May 2024,SKO,Aggregator commission,6.3975
May 2024,JAP,Aggregator commission,5.7307
May 2024,DWR,Aggregator commission,6.826
May 2024,AVK,Aggregator commission,3.6869
May 2024,CYG,Aggregator commission,2.9769
May 2024,NSS,Aggregator commission,8.7069
May 2024,GEB,Aggregator commission,5.8537
May 2024,ROH,Aggregator commission,5.6543
May 2024,EKL,Aggregator commission,9.7545
May 2024,PBF,Aggregator commission,2.8928
May 2024,KBB,Aggregator commission,4.8989
May 2024,PRM,Aggregator commission,0.005
May 2024,IHY,Aggregator commission,2.8524
May 2024,DCH,Aggregator commission,0.0
May 2024,HAA,Aggregator commission,0.0
May 2024,SCH,Aggregator commission,0.0099
May 2024,LTP,Aggregator commission,3.6308
May 2024,FSM,Aggregator commission,0.0288
May 2024,GSM,Aggregator commission,3.8354
May 2024,PPM,Aggregator commission,3.3766
May 2024,FLM,Aggregator commission,4.6638
May 2024,FDN,Aggregator commission,10.7172
May 2024,DTK,Aggregator commission,6.0799
May 2024,AKA,Aggregator commission,2.9945
May 2024,HIM,Aggregator commission,2.4677
May 2024,SMR,Aggregator commission,8.5094
May 2024,ATL,Aggregator commission,1.0865
May 2024,DSL,Aggregator commission,0.1639
May 2024,DLP,Aggregator commission,1.3297
May 2024,EXA,Aggregator commission,2.5702
May 2024,VRA,Aggregator commission,2.8562
May 2024,CPM,Aggregator commission,1.0393
May 2024,KTP,Aggregator commission,4.8674
May 2024,CAR,Aggregator commission,1.0424
May 2024,VEL,Aggregator commission,3.6953
May 2024,EGL,Marketing & advertisement,0.0788
May 2024,ITPL,Marketing & advertisement,1.2424
May 2024,RMZ,Marketing & advertisement,0.124
May 2024,KOR,Marketing & advertisement,1.154
May 2024,DIV,Marketing & advertisement,0.3155
May 2024,IND,Marketing & advertisement,1.4797
May 2024,BAG,Marketing & advertisement,0.124
May 2024,ECO-old,Marketing & advertisement,0.0
May 2024,DLF,Marketing & advertisement,0.0
May 2024,MAN,Marketing & advertisement,0.596
May 2024,ECW-old,Marketing & advertisement,0.4053
May 2024,MTP,Marketing & advertisement,0.0788
May 2024,ETV,Marketing & advertisement,0.0
May 2024,VIR,Marketing & advertisement,0.4341
May 2024,Tecno,Marketing & advertisement,0.0
May 2024,ARK,Marketing & advertisement,0.7818
May 2024,SIG,Marketing & advertisement,0.0
May 2024,HSR,Marketing & advertisement,0.8153
May 2024,CVR,Marketing & advertisement,0.0788
May 2024,SJP,Marketing & advertisement,0.0
May 2024,ORW,Marketing & advertisement,0.124
May 2024,EST,Marketing & advertisement,0.7878
May 2024,ORE,Marketing & advertisement,0.0
May 2024,AUR,Marketing & advertisement,0.0
May 2024,JPN,Marketing & advertisement,1.6585
May 2024,JPC,Marketing & advertisement,0.0
May 2024,PTP,Marketing & advertisement,0.0
May 2024,SEC,Marketing & advertisement,0.0
May 2024,SYH,Marketing & advertisement,1.4557
May 2024,ETF,Marketing & advertisement,0.0788
May 2024,GSC,Marketing & advertisement,0.0788
May 2024,PRI,Marketing & advertisement,0.0
May 2024,ECN,Marketing & advertisement,0.124
May 2024,RGA,Marketing & advertisement,0.124
May 2024,KNP,Marketing & advertisement,1.4361
May 2024,KCK,Marketing & advertisement,1.2617
May 2024,BVG,Marketing & advertisement,0.8183
May 2024,CLA,Marketing & advertisement,1.4279
May 2024,IBC,Marketing & advertisement,0.1345
May 2024,BTG,Marketing & advertisement,0.0958
May 2024,ECT,Marketing & advertisement,1.6248
May 2024,RRR,Marketing & advertisement,0.8347
May 2024,SHV,Marketing & advertisement,1.3046
May 2024,DCB,Marketing & advertisement,0.0788
May 2024,VBP,Marketing & advertisement,1.6562
May 2024,ADM,Marketing & advertisement,0.7911
May 2024,SFC,Marketing & advertisement,1.6576
May 2024,SCK,Marketing & advertisement,0.7552
May 2024,SES,Marketing & advertisement,2.0155
May 2024,JIG,Marketing & advertisement,2.018
May 2024,GCN,Marketing & advertisement,0.7779
May 2024,ANN,Marketing & advertisement,0.9724
May 2024,SKO,Marketing & advertisement,0.8613
May 2024,JAP,Marketing & advertisement,2.0335
May 2024,DWR,Marketing & advertisement,2.0428
May 2024,AVK,Marketing & advertisement,1.2584
May 2024,CYG,Marketing & advertisement,0.0514
May 2024,NSS,Marketing & advertisement,1.9338
May 2024,GEB,Marketing & advertisement,2.2427
May 2024,ROH,Marketing & advertisement,2.1771
May 2024,EKL,Marketing & advertisement,2.8581
May 2024,PBF,Marketing & advertisement,4.251
May 2024,KBB,Marketing & advertisement,2.5623
May 2024,PRM,Marketing & advertisement,0.9216
May 2024,IHY,Marketing & advertisement,1.5651
May 2024,DCH,Marketing & advertisement,0.0192
May 2024,HAA,Marketing & advertisement,0.0
May 2024,SCH,Marketing & advertisement,0.0521
May 2024,LTP,Marketing & advertisement,0.6108
May 2024,FSM,Marketing & advertisement,2.2114
May 2024,GSM,Marketing & advertisement,0.4044
May 2024,PPM,Marketing & advertisement,0.9033
May 2024,FLM,Marketing & advertisement,0.889
May 2024,FDN,Marketing & advertisement,0.4146
May 2024,DTK,Marketing & advertisement,0.4763
May 2024,AKA,Marketing & advertisement,0.9905
May 2024,HIM,Marketing & advertisement,1.3351
May 2024,SMR,Marketing & advertisement,1.5255
May 2024,ATL,Marketing & advertisement,0.8841
May 2024,DSL,Marketing & advertisement,0.2556
May 2024,DLP,Marketing & advertisement,0.0416
May 2024,EXA,Marketing & advertisement,0.7982
May 2024,VRA,Marketing & advertisement,1.7539
May 2024,CPM,Marketing & advertisement,0.2357
May 2024,KTP,Marketing & advertisement,1.656
May 2024,CAR,Marketing & advertisement,0.7412
May 2024,VEL,Marketing & advertisement,1.1992
May 2024,EGL,Other opex expenses,1.1805
May 2024,ITPL,Other opex expenses,2.213
May 2024,RMZ,Other opex expenses,1.2679
May 2024,KOR,Other opex expenses,2.0092
May 2024,INB,Other opex expenses,0.0
May 2024,DIV,Other opex expenses,1.6169
May 2024,IND,Other opex expenses,2.6875
May 2024,BAG,Other opex expenses,0.9426
May 2024,ECO-old,Other opex expenses,0.0
May 2024,DLF,Other opex expenses,0.0
May 2024,MAN,Other opex expenses,0.9378
May 2024,ECW-old,Other opex expenses,1.1983
May 2024,MTP,Other opex expenses,0.9557
May 2024,ETV,Other opex expenses,0.0
May 2024,VIR,Other opex expenses,1.2278
May 2024,Tecno,Other opex expenses,0.0
May 2024,ARK,Other opex expenses,1.6764
May 2024,SIG,Other opex expenses,0.0
May 2024,HSR,Other opex expenses,2.9499
May 2024,CVR,Other opex expenses,1.1873
May 2024,SJP,Other opex expenses,0.0
May 2024,ORW,Other opex expenses,1.0489
May 2024,EST,Other opex expenses,1.363
May 2024,ORE,Other opex expenses,0.0
May 2024,AUR,Other opex expenses,0.0
May 2024,JPN,Other opex expenses,1.895
May 2024,JPC,Other opex expenses,0.0
May 2024,PTP,Other opex expenses,0.0
May 2024,SEC,Other opex expenses,0.0
May 2024,SYH,Other opex expenses,1.9458
May 2024,ETF,Other opex expenses,1.502
May 2024,GSC,Other opex expenses,3.0529
May 2024,PRI,Other opex expenses,0.0
May 2024,ECN,Other opex expenses,1.1356
May 2024,RGA,Other opex expenses,1.3906
May 2024,KNP,Other opex expenses,1.1942
May 2024,KCK,Other opex expenses,1.7138
May 2024,BVG,Other opex expenses,1.5272
May 2024,CLA,Other opex expenses,1.5905
May 2024,IBC,Other opex expenses,0.966
May 2024,BTG,Other opex expenses,1.2985
May 2024,ECT,Other opex expenses,1.7697
May 2024,RRR,Other opex expenses,1.2557
May 2024,SHV,Other opex expenses,1.3858
May 2024,DCB,Other opex expenses,1.4486
May 2024,VBP,Other opex expenses,2.1076
May 2024,ADM,Other opex expenses,2.2599
May 2024,SFC,Other opex expenses,1.8628
May 2024,SCK,Other opex expenses,1.5886
May 2024,SES,Other opex expenses,1.4119
May 2024,JIG,Other opex expenses,1.6619
May 2024,GCN,Other opex expenses,1.3596
May 2024,ANN,Other opex expenses,1.5367
May 2024,SKO,Other opex expenses,2.0581
May 2024,JAP,Other opex expenses,1.5422
May 2024,DWR,Other opex expenses,1.6026
May 2024,AVK,Other opex expenses,1.3061
May 2024,CYG,Other opex expenses,1.1508
May 2024,NSS,Other opex expenses,1.8208
May 2024,GEB,Other opex expenses,1.5941
May 2024,ROH,Other opex expenses,1.4288
May 2024,EKL,Other opex expenses,2.0419
May 2024,PBF,Other opex expenses,1.2477
May 2024,KBB,Other opex expenses,1.3317
May 2024,PRM,Other opex expenses,0.6546
May 2024,IHY,Other opex expenses,1.32
May 2024,DCH,Other opex expenses,2.8787
May 2024,HAA,Other opex expenses,0.0
May 2024,SCH,Other opex expenses,0.9996
May 2024,LTP,Other opex expenses,1.2219
May 2024,FSM,Other opex expenses,0.8362
May 2024,GSM,Other opex expenses,0.9468
May 2024,PPM,Other opex expenses,0.9985
May 2024,FLM,Other opex expenses,0.8638
May 2024,FDN,Other opex expenses,2.5951
May 2024,DTK,Other opex expenses,1.3369
May 2024,AKA,Other opex expenses,0.9892
May 2024,HIM,Other opex expenses,1.0415
May 2024,SMR,Other opex expenses,1.7741
May 2024,ATL,Other opex expenses,0.8292
May 2024,DSL,Other opex expenses,0.6103
May 2024,DLP,Other opex expenses,0.7756
May 2024,EXA,Other opex expenses,0.9577
May 2024,VRA,Other opex expenses,1.1142
May 2024,CPM,Other opex expenses,0.861
May 2024,KTP,Other opex expenses,1.1104
May 2024,CAR,Other opex expenses,0.5093
May 2024,VEL,Other opex expenses,0.9841
June 2024,EGL,Gross Sales,16.0656
June 2024,ITPL,Gross Sales,64.81
June 2024,RMZ,Gross Sales,17.1846
June 2024,KOR,Gross Sales,43.7644
June 2024,DIV,Gross Sales,22.9199
June 2024,IND,Gross Sales,75.1995
June 2024,BAG,Gross Sales,15.8063
June 2024,MAN,Gross Sales,25.0012
June 2024,ECW-old,Gross Sales,38.0559
June 2024,MTP,Gross Sales,10.2928
June 2024,VIR,Gross Sales,30.2586
June 2024,ARK,Gross Sales,55.4193
June 2024,HSR,Gross Sales,82.0574
June 2024,CVR,Gross Sales,10.6558
June 2024,ORW,Gross Sales,30.8666
June 2024,EST,Gross Sales,36.4796
June 2024,JPN,Gross Sales,58.7329
June 2024,SYH,Gross Sales,45.4332
June 2024,ETF,Gross Sales,20.5979
June 2024,GSC,Gross Sales,15.1559
June 2024,ECN,Gross Sales,25.4826
June 2024,RGA,Gross Sales,29.5751
June 2024,KNP,Gross Sales,25.8501
June 2024,KCK,Gross Sales,49.4076
June 2024,BVG,Gross Sales,35.0153
June 2024,CLA,Gross Sales,30.8081
June 2024,IBC,Gross Sales,12.5174
June 2024,BTG,Gross Sales,22.6587
June 2024,ECT,Gross Sales,38.5053
June 2024,RRR,Gross Sales,23.8559
June 2024,SHV,Gross Sales,30.2174
June 2024,DCB,Gross Sales,11.8822
June 2024,STN,Gross Sales,3.9595
June 2024,VBP,Gross Sales,53.4649
June 2024,ADM,Gross Sales,81.298
June 2024,SFC,Gross Sales,50.0819
June 2024,SCK,Gross Sales,46.8017
June 2024,SES,Gross Sales,28.4289
June 2024,JIG,Gross Sales,43.914
June 2024,GCN,Gross Sales,32.382
June 2024,ANN,Gross Sales,38.5342
June 2024,SKO,Gross Sales,40.7898
June 2024,JAP,Gross Sales,24.4434
June 2024,DWR,Gross Sales,29.2572
June 2024,AVK,Gross Sales,24.5049
June 2024,CYG,Gross Sales,20.3523
June 2024,NSS,Gross Sales,36.5264
June 2024,GEB,Gross Sales,28.9107
June 2024,ROH,Gross Sales,24.7229
June 2024,EKL,Gross Sales,53.2773
June 2024,PBF,Gross Sales,20.729
June 2024,KBB,Gross Sales,24.0211
June 2024,PRM,Gross Sales,14.6934
June 2024,IHY,Gross Sales,42.6966
June 2024,DCH,Gross Sales,25.9688
June 2024,SCH,Gross Sales,28.6143
June 2024,LTP,Gross Sales,27.9545
June 2024,FSM,Gross Sales,22.4254
June 2024,GSM,Gross Sales,24.9688
June 2024,PPM,Gross Sales,22.8197
June 2024,FLM,Gross Sales,27.3415
June 2024,FDN,Gross Sales,62.7032
June 2024,DTK,Gross Sales,45.965
June 2024,AKA,Gross Sales,20.6669
June 2024,HIM,Gross Sales,21.0372
June 2024,SMR,Gross Sales,56.6078
June 2024,ATL,Gross Sales,29.3855
June 2024,DSL,Gross Sales,15.524
June 2024,ATT,Gross Sales,5.7932
June 2024,DLP,Gross Sales,23.581
June 2024,EXA,Gross Sales,36.0491
June 2024,VRA,Gross Sales,26.2044
June 2024,CPM,Gross Sales,27.3786
June 2024,KTP,Gross Sales,41.4389
June 2024,CAR,Gross Sales,17.1371
June 2024,VEL,Gross Sales,34.4487
June 2024,EGL,Net Sales,15.3806
June 2024,ITPL,Net Sales,63.5607
June 2024,RMZ,Net Sales,16.5921
June 2024,KOR,Net Sales,43.0809
June 2024,DIV,Net Sales,22.5021
June 2024,IND,Net Sales,74.5523
June 2024,BAG,Net Sales,15.2537
June 2024,MAN,Net Sales,24.2686
June 2024,ECW-old,Net Sales,37.637
June 2024,MTP,Net Sales,9.8026
June 2024,VIR,Net Sales,29.9429
June 2024,ARK,Net Sales,54.7565
June 2024,HSR,Net Sales,81.1193
June 2024,CVR,Net Sales,10.1484
June 2024,SJP,Net Sales,0.0
June 2024,ORW,Net Sales,29.8465
June 2024,EST,Net Sales,36.1107
June 2024,ORE,Net Sales,0.0
June 2024,AUR,Net Sales,0.0
June 2024,JPN,Net Sales,57.9895
June 2024,JPC,Net Sales,0.0
June 2024,PTP,Net Sales,0.0
June 2024,SEC,Net Sales,0.0
June 2024,SYH,Net Sales,44.9497
June 2024,ETF,Net Sales,19.617
June 2024,GSC,Net Sales,14.4342
June 2024,PRI,Net Sales,0.0
June 2024,ECN,Net Sales,24.9265
June 2024,RGA,Net Sales,29.304
June 2024,KNP,Net Sales,25.4678
June 2024,KCK,Net Sales,49.406
June 2024,BVG,Net Sales,34.3927
June 2024,CLA,Net Sales,30.7799
June 2024,IBC,Net Sales,12.233
June 2024,BTG,Net Sales,22.2724
June 2024,ECT,Net Sales,37.9633
June 2024,RRR,Net Sales,23.4679
June 2024,SHV,Net Sales,29.7943
June 2024,DCB,Net Sales,11.8822
June 2024,STN,Net Sales,3.7709
June 2024,VBP,Net Sales,52.7954
June 2024,ADM,Net Sales,80.7122
June 2024,SFC,Net Sales,50.079
June 2024,SCK,Net Sales,46.7972
June 2024,SES,Net Sales,28.427
June 2024,JIG,Net Sales,43.6022
June 2024,GCN,Net Sales,32.0093
June 2024,ANN,Net Sales,37.9297
June 2024,SKO,Net Sales,40.211
June 2024,JAP,Net Sales,24.4391
June 2024,DWR,Net Sales,29.2565
June 2024,AVK,Net Sales,24.0717
June 2024,CYG,Net Sales,19.8745
June 2024,NSS,Net Sales,36.5259
June 2024,GEB,Net Sales,28.6035
June 2024,ROH,Net Sales,24.7229
June 2024,EKL,Net Sales,52.673
June 2024,PBF,Net Sales,20.3521
June 2024,KBB,Net Sales,23.9329
June 2024,PRM,Net Sales,13.9937
June 2024,IHY,Net Sales,41.2156
June 2024,DCH,Net Sales,25.9247
June 2024,SCH,Net Sales,27.2517
June 2024,LTP,Net Sales,27.4411
June 2024,FSM,Net Sales,21.3581
June 2024,GSM,Net Sales,24.5904
June 2024,PPM,Net Sales,22.4032
June 2024,FLM,Net Sales,27.0324
June 2024,FDN,Net Sales,61.7112
June 2024,DTK,Net Sales,45.2426
June 2024,AKA,Net Sales,20.3922
June 2024,HIM,Net Sales,20.5276
June 2024,SMR,Net Sales,55.9486
June 2024,ATL,Net Sales,28.6011
June 2024,DSL,Net Sales,15.1241
June 2024,ATT,Net Sales,5.6611
June 2024,DLP,Net Sales,22.7097
June 2024,EXA,Net Sales,35.0629
June 2024,VRA,Net Sales,25.5289
June 2024,CPM,Net Sales,26.2047
June 2024,KTP,Net Sales,40.481
June 2024,CAR,Net Sales,16.5301
June 2024,VEL,Net Sales,33.7043
June 2024,EGL,COGS (food +packaging),6.3654
June 2024,ITPL,COGS (food +packaging),25.7473
June 2024,RMZ,COGS (food +packaging),6.3749
June 2024,KOR,COGS (food +packaging),16.1138
June 2024,INB,COGS (food +packaging),0.0
June 2024,DIV,COGS (food +packaging),8.2238
June 2024,IND,COGS (food +packaging),28.4527
June 2024,BAG,COGS (food +packaging),6.2328
June 2024,ECO-old,COGS (food +packaging),0.0
June 2024,DLF,COGS (food +packaging),0.0
June 2024,MAN,COGS (food +packaging),8.6729
June 2024,ECW-old,COGS (food +packaging),13.421
June 2024,MTP,COGS (food +packaging),4.4632
June 2024,ETV,COGS (food +packaging),0.0
June 2024,VIR,COGS (food +packaging),10.7016
June 2024,Tecno,COGS (food +packaging),0.0
June 2024,ARK,COGS (food +packaging),19.9502
June 2024,SIG,COGS (food +packaging),0.0
June 2024,HSR,COGS (food +packaging),29.6377
June 2024,CVR,COGS (food +packaging),3.9118
June 2024,SJP,COGS (food +packaging),0.0
June 2024,ORW,COGS (food +packaging),10.5344
June 2024,EST,COGS (food +packaging),12.5384
June 2024,ORE,COGS (food +packaging),0.0
June 2024,AUR,COGS (food +packaging),0.0
June 2024,JPN,COGS (food +packaging),23.2762
June 2024,JPC,COGS (food +packaging),0.0
June 2024,PTP,COGS (food +packaging),0.0
June 2024,SEC,COGS (food +packaging),0.0
June 2024,SYH,COGS (food +packaging),18.0235
June 2024,ETF,COGS (food +packaging),8.1543
June 2024,GSC,COGS (food +packaging),6.0004
June 2024,PRI,COGS (food +packaging),0.0
June 2024,ECN,COGS (food +packaging),9.2176
June 2024,RGA,COGS (food +packaging),10.8872
June 2024,KNP,COGS (food +packaging),10.4894
June 2024,KCK,COGS (food +packaging),18.9193
June 2024,BVG,COGS (food +packaging),13.9656
June 2024,CLA,COGS (food +packaging),12.7515
June 2024,IBC,COGS (food +packaging),4.8365
June 2024,BTG,COGS (food +packaging),8.0099
June 2024,ECT,COGS (food +packaging),15.749
June 2024,RRR,COGS (food +packaging),10.2677
June 2024,SHV,COGS (food +packaging),10.7786
June 2024,DCB,COGS (food +packaging),5.5182
June 2024,STN,COGS (food +packaging),1.8482
June 2024,VBP,COGS (food +packaging),21.4682
June 2024,ADM,COGS (food +packaging),33.1729
June 2024,SFC,COGS (food +packaging),21.3197
June 2024,SCK,COGS (food +packaging),20.5336
June 2024,SES,COGS (food +packaging),11.8553
June 2024,JIG,COGS (food +packaging),17.9987
June 2024,GCN,COGS (food +packaging),14.34
June 2024,ANN,COGS (food +packaging),15.2198
June 2024,SKO,COGS (food +packaging),16.7199
June 2024,JAP,COGS (food +packaging),10.6996
June 2024,DWR,COGS (food +packaging),12.7327
June 2024,AVK,COGS (food +packaging),10.2431
June 2024,CYG,COGS (food +packaging),7.27
June 2024,NSS,COGS (food +packaging),15.1689
June 2024,GEB,COGS (food +packaging),12.2513
June 2024,ROH,COGS (food +packaging),10.5345
June 2024,EKL,COGS (food +packaging),22.1658
June 2024,PBF,COGS (food +packaging),8.5497
June 2024,KBB,COGS (food +packaging),10.0062
June 2024,PRM,COGS (food +packaging),5.3983
June 2024,IHY,COGS (food +packaging),15.4986
June 2024,DCH,COGS (food +packaging),12.1141
June 2024,SCH,COGS (food +packaging),10.9304
June 2024,LTP,COGS (food +packaging),10.6389
June 2024,FSM,COGS (food +packaging),9.1324
June 2024,GSM,COGS (food +packaging),9.8433
June 2024,PPM,COGS (food +packaging),8.9634
June 2024,FLM,COGS (food +packaging),10.7958
June 2024,FDN,COGS (food +packaging),22.2092
June 2024,DTK,COGS (food +packaging),17.2221
June 2024,AKA,COGS (food +packaging),7.7667
June 2024,HIM,COGS (food +packaging),8.3038
June 2024,SMR,COGS (food +packaging),20.4129
June 2024,ATL,COGS (food +packaging),11.4898
June 2024,DSL,COGS (food +packaging),6.2091
June 2024,ATT,COGS (food +packaging),2.6335
June 2024,DLP,COGS (food +packaging),8.8696
June 2024,EXA,COGS (food +packaging),13.2327
June 2024,VRA,COGS (food +packaging),9.8623
June 2024,CPM,COGS (food +packaging),9.8112
June 2024,KTP,COGS (food +packaging),15.0652
June 2024,CAR,COGS (food +packaging),6.7394
June 2024,VEL,COGS (food +packaging),12.4006
June 2024,EGL,store Labor Cost,2.4177
June 2024,ITPL,store Labor Cost,6.9628
June 2024,RMZ,store Labor Cost,2.9928
June 2024,KOR,store Labor Cost,4.1124
June 2024,INB,store Labor Cost,0.0
June 2024,DIV,store Labor Cost,3.4725
June 2024,IND,store Labor Cost,5.2278
June 2024,BAG,store Labor Cost,2.41
June 2024,ECO-old,store Labor Cost,0.0
June 2024,DLF,store Labor Cost,0.0
June 2024,MAN,store Labor Cost,2.897
June 2024,ECW-old,store Labor Cost,3.2806
June 2024,MTP,store Labor Cost,1.8368
June 2024,ETV,store Labor Cost,0.0
June 2024,VIR,store Labor Cost,3.838
June 2024,Tecno,store Labor Cost,0.0
June 2024,ARK,store Labor Cost,4.7522
June 2024,SIG,store Labor Cost,0.0
June 2024,HSR,store Labor Cost,6.3603
June 2024,CVR,store Labor Cost,2.5713
June 2024,SJP,store Labor Cost,0.0
June 2024,ORW,store Labor Cost,3.9283
June 2024,EST,store Labor Cost,3.6492
June 2024,ORE,store Labor Cost,0.0
June 2024,AUR,store Labor Cost,0.0
June 2024,JPN,store Labor Cost,4.6978
June 2024,JPC,store Labor Cost,0.0
June 2024,PTP,store Labor Cost,0.0
June 2024,SEC,store Labor Cost,0.0
June 2024,SYH,store Labor Cost,4.8918
June 2024,ETF,store Labor Cost,2.6081
