Month,Store,Metric,Amount,Percent of Net Sales
June 24,IBC,Aggregator commission,123851.48,0.1012437107847779
June 24,IBC,Marketing & advertisement,23898.62,0.01953618133134387
June 24,IBC,Other opex expenses,90069.55200000003,0.07362831411625051
June 24,BTG,Gross Sales,2265873.01,1.017344683034472
June 24,BTG,Net Sales,2227242.2,1.0
June 24,BTG,COGS (food +packaging),800989.5138196129,0.3596328741524442
June 24,BTG,Gross margin,1426252.686180387,0.6403671258475558
June 24,BTG,store Labor Cost,301093.737,0.135186796029637
June 24,BTG,Utility Cost,42739.0,0.01918920178505957
June 24,BTG,CAM,26019.0,0.01168216011711703
June 24,BTG,Aggregator commission,321557.03,0.144374522896522
June 24,BTG,Marketing & advertisement,1622.58,0.0007285152912422366
June 24,BTG,Other opex expenses,97154.44499999992,0.04362096093545637
June 24,ECT,Gross Sales,3850534.023,1.014278364139316
June 24,ECT,Net Sales,3796328.66,1.0
June 24,ECT,COGS (food +packaging),1574898.072037019,0.4148476628567294
June 24,ECT,Gross margin,2221430.587962981,0.5851523371432706
June 24,ECT,store Labor Cost,445296.917,0.1172967245148896
June 24,ECT,Utility Cost,185885.0,0.04896441184309896
June 24,ECT,CAM,0.0,0.0
June 24,ECT,Aggregator commission,583682.57,0.1537492199107967
June 24,ECT,Marketing & advertisement,82928.76,0.02184446274996643
June 24,ECT,Other opex expenses,163803.8040000002,0.04314795126299739
June 24,RRR,Gross Sales,2385591.014,1.016534658985426
June 24,RRR,Net Sales,2346787.68,1.0
June 24,RRR,COGS (food +packaging),1026770.61434813,0.437521733686675
June 24,RRR,Gross margin,1320017.06565187,0.5624782663133251
June 24,RRR,store Labor Cost,321350.352,0.1369320091198024
June 24,RRR,Utility Cost,101688.0,0.04333072005900423
June 24,RRR,CAM,44132.0,0.01880528024588914
June 24,RRR,Aggregator commission,319925.84,0.1363250040583134
June 24,RRR,Marketing & advertisement,48255.37,0.02056230753691361
June 24,RRR,Other opex expenses,116216.2259999999,0.04952140621430221
June 24,SHV,Gross Sales,3021740.035,1.014200135884974
June 24,SHV,Net Sales,2979431.7,1.0
June 24,SHV,COGS (food +packaging),1077861.303066204,0.3617674145932608
June 24,SHV,Gross margin,1901570.396933796,0.6382325854067392
June 24,SHV,store Labor Cost,433519.105,0.1455039580199136
June 24,SHV,Utility Cost,109200.0,0.03665128487422618
June 24,SHV,CAM,14750.0,0.004950608533835496
June 24,SHV,Aggregator commission,467419.3,0.1568820322345365
June 24,SHV,Marketing & advertisement,48456.66,0.0162637257299773
June 24,SHV,Other opex expenses,126017.9910000001,0.042295982485519
June 24,DCB,Gross Sales,1188223.82,1.0
June 24,DCB,Net Sales,1188223.82,1.0
June 24,DCB,COGS (food +packaging),551821.7027813398,0.4644088878653684
June 24,DCB,Gross margin,636402.1172186603,0.5355911121346316
June 24,DCB,store Labor Cost,287116.945,0.2416354058614984
June 24,DCB,Utility Cost,0.0,0.0
June 24,DCB,CAM,0.0,0.0
June 24,DCB,Aggregator commission,0.0,0.0
June 24,DCB,Marketing & advertisement,7877.05,0.006629264510115611
June 24,DCB,Other opex expenses,135804.435,0.1142919647916164
June 24,STN,Gross Sales,395945.004,1.05
June 24,STN,Net Sales,377090.48,1.0
June 24,STN,COGS (food +packaging),184819.88328698,0.4901207882176713
June 24,STN,Gross margin,192270.59671302,0.5098792117823286
June 24,STN,store Labor Cost,153888.1065,0.4080933215285626
June 24,STN,Utility Cost,25000.0,0.06629708604682887
June 24,STN,CAM,96369.0,0.2555593554098741
June 24,STN,Aggregator commission,500.0,0.001325941720936577
June 24,STN,Marketing & advertisement,31681.96,0.08401686513008762
June 24,STN,Other opex expenses,91038.6,0.2414237559113134
June 24,VBP,Gross Sales,5346489.995999999,1.012681887591505
June 24,VBP,Net Sales,5279535.52,1.0
June 24,VBP,COGS (food +packaging),2146818.550066638,0.4066301934960063
June 24,VBP,Gross margin,3132716.969933362,0.5933698065039937
June 24,VBP,store Labor Cost,414476.270730625,0.07850619986559444
June 24,VBP,Utility Cost,103443.98,0.01959338650306116
June 24,VBP,CAM,46733.22,0.008851767323652745
June 24,VBP,Aggregator commission,877996.39,0.1663018245968729
June 24,VBP,Marketing & advertisement,98652.43,0.01868581613406779
June 24,VBP,Other opex expenses,146941.2826205128,0.02783223676853164
June 24,ADM,Gross Sales,8129799.979,1.007257636965648
June 24,ADM,Net Sales,8071221.98,1.0
June 24,ADM,COGS (food +packaging),3317290.424686593,0.4110022537983267
June 24,ADM,Gross margin,4753931.555313407,0.5889977462016733
June 24,ADM,store Labor Cost,646387.9077433334,0.08008550741697397
June 24,ADM,Utility Cost,144082.0,0.01785132416838819
June 24,ADM,CAM,114166.0,0.01414482221934875
June 24,ADM,Aggregator commission,1523265.21,0.1887279539299698
June 24,ADM,Marketing & advertisement,73316.64,0.009083710023299347
June 24,ADM,Other opex expenses,225873.9674871802,0.02798510164221505
June 24,SFC,Gross Sales,5008192.012,1.000058222403479
June 24,SFC,Net Sales,5007900.44,1.0
June 24,SFC,COGS (food +packaging),2131965.49356054,0.4257204229804016
June 24,SFC,Gross margin,2875934.946439461,0.5742795770195984
June 24,SFC,store Labor Cost,356263.2883716666,0.07114024981927687
June 24,SFC,Utility Cost,125836.0,0.02512749634455592
June 24,SFC,CAM,5778.0,0.001153776930916781
June 24,SFC,Aggregator commission,1096079.28,0.2188700221045129
June 24,SFC,Marketing & advertisement,95074.22,0.01898484627222341
June 24,SFC,Other opex expenses,208227.7942307692,0.04157985900989062
June 24,SCK,Gross Sales,4680170.02,1.000096933224415
June 24,SCK,Net Sales,4679716.4,1.0
June 24,SCK,COGS (food +packaging),2053360.975228843,0.4387789343877426
June 24,SCK,Gross margin,2626355.424771157,0.5612210656122574
June 24,SCK,store Labor Cost,378242.2197863617,0.08082588504430774
June 24,SCK,Utility Cost,154346.0,0.03298191317747375
June 24,SCK,CAM,0.0,0.0
June 24,SCK,Aggregator commission,1005809.7,0.2149296269320936
June 24,SCK,Marketing & advertisement,67578.11,0.01444064217224787
June 24,SCK,Other opex expenses,161935.5692051283,0.0346037142774567
June 24,SES,Gross Sales,2842890.006,1.000067290282524
June 24,SES,Net Sales,2842698.72,1.0
June 24,SES,COGS (food +packaging),1185534.958175372,0.4170455876433405
June 24,SES,Gross margin,1657163.761824628,0.5829544123566596
June 24,SES,store Labor Cost,314417.49146125,0.1106052812593696
June 24,SES,Utility Cost,110408.0,0.03883914929964861
June 24,SES,CAM,0.0,0.0
June 24,SES,Aggregator commission,616960.43,0.2170333513218735
June 24,SES,Marketing & advertisement,105617.43,0.03715393026243737
June 24,SES,Other opex expenses,162078.5687179489,0.05701573915576567
June 24,JIG,Gross Sales,4391397.022,1.007150415477694
June 24,JIG,Net Sales,4360219.64,1.0
June 24,JIG,COGS (food +packaging),1799874.227537813,0.4127943948112241
June 24,JIG,Gross margin,2560345.412462186,0.5872056051887758
June 24,JIG,store Labor Cost,421011.0963075,0.09655731386676202
June 24,JIG,Utility Cost,185670.0,0.04258271723210715
June 24,JIG,CAM,8650.0,0.001983845015660725
June 24,JIG,Aggregator commission,820511.63,0.1881812609788621
June 24,JIG,Marketing & advertisement,175534.73,0.04025823111975158
June 24,JIG,Other opex expenses,215745.9222014652,0.04948051704144546
June 24,GCN,Gross Sales,3238198.0035,1.011643287727496
June 24,GCN,Net Sales,3200928.67,1.0
June 24,GCN,COGS (food +packaging),1433998.958555681,0.4479946622977016
June 24,GCN,Gross margin,1766929.711444319,0.5520053377022984
June 24,GCN,store Labor Cost,332839.6193075,0.103982204423037
June 24,GCN,Utility Cost,86702.0,0.02708651423963159
June 24,GCN,CAM,69384.0,0.02167620936082902
June 24,GCN,Aggregator commission,534565.33,0.1670031997307831
June 24,GCN,Marketing & advertisement,61051.63,0.01907309918280685
June 24,GCN,Other opex expenses,138973.2186153846,0.04341653093300094
June 24,ANN,Gross Sales,3853424.019,1.015938765253955
June 24,ANN,Net Sales,3792968.78,1.0
June 24,ANN,COGS (food +packaging),1521978.840038521,0.4012632131494951
June 24,ANN,Gross margin,2270989.93996148,0.5987367868505048
June 24,ANN,store Labor Cost,451644.98715375,0.1190742696157256
June 24,ANN,Utility Cost,154559.0,0.04074881945113189
June 24,ANN,CAM,86146.0,0.02271202453714897
June 24,ANN,Aggregator commission,566611.02,0.1493845725774732
June 24,ANN,Marketing & advertisement,84174.48,0.02219224171942696
June 24,ANN,Other opex expenses,152725.8784358973,0.0402655247892384
June 24,SKO,Gross Sales,4078984.97,1.014394701811125
June 24,SKO,Net Sales,4021102.4,1.0
June 24,SKO,COGS (food +packaging),1671989.66238341,0.4158038010629648
June 24,SKO,Gross margin,2349112.737616589,0.5841961989370351
June 24,SKO,store Labor Cost,428162.352,0.1064788481884968
June 24,SKO,Utility Cost,200422.0,0.04984255063984444
June 24,SKO,CAM,103002.0,0.02561536358785591
June 24,SKO,Aggregator commission,629759.09,0.1566135420973114
June 24,SKO,Marketing & advertisement,83171.24,0.02068369111913191
June 24,SKO,Other opex expenses,199561.3854820511,0.04962852611812401
June 24,JAP,Gross Sales,2444342.056,1.000176084920122
June 24,JAP,Net Sales,2443911.72,1.0
June 24,JAP,COGS (food +packaging),1069964.441825964,0.4378081389232684
June 24,JAP,Gross margin,1373947.278174036,0.5621918610767317
June 24,JAP,store Labor Cost,348393.810884375,0.1425558083924467
June 24,JAP,Utility Cost,111844.0,0.04576433718317779
June 24,JAP,CAM,0.0,0.0
June 24,JAP,Aggregator commission,539554.76,0.2207750613839685
June 24,JAP,Marketing & advertisement,127590.65,0.05220755273435163
June 24,JAP,Other opex expenses,119646.0489743589,0.04895678022868966
June 24,DWR,Gross Sales,2925718.01,1.000022494129685
June 24,DWR,Net Sales,2925652.2,1.0
June 24,DWR,COGS (food +packaging),1273267.253436516,0.435208003684278
June 24,DWR,Gross margin,1652384.946563484,0.5647919963157221
June 24,DWR,store Labor Cost,317275.73146125,0.1084461548304511
June 24,DWR,Utility Cost,105196.0,0.03595642708316456
June 24,DWR,CAM,0.0,0.0
June 24,DWR,Aggregator commission,643497.19,0.219949996106851
June 24,DWR,Marketing & advertisement,117695.0,0.04022863688308542
June 24,DWR,Other opex expenses,116896.9424615384,0.03995585752179921
June 24,AVK,Gross Sales,2450486.975,1.0179968826406
June 24,AVK,Net Sales,2407165.5,1.0
June 24,AVK,COGS (food +packaging),1024306.883536335,0.4255240794770179
June 24,AVK,Gross margin,1382858.616463664,0.5744759205229821
June 24,AVK,store Labor Cost,359212.9163716667,0.149226514077103
June 24,AVK,Utility Cost,111528.0,0.04633167100475642
June 24,AVK,CAM,77225.0,0.03208130060022878
June 24,AVK,Aggregator commission,339699.21,0.1411200060818419
June 24,AVK,Marketing & advertisement,103309.38,0.04291743961933652
June 24,AVK,Other opex expenses,104312.2548717949,0.04333406027620242
June 24,CYG,Gross Sales,2035230.019,1.024040464036045
June 24,CYG,Net Sales,1987450.78,1.0
June 24,CYG,COGS (food +packaging),726997.6999679718,0.3657940650826944
June 24,CYG,Gross margin,1260453.080032028,0.6342059349173056
June 24,CYG,store Labor Cost,282505.0793716667,0.1421444406143566
June 24,CYG,Utility Cost,79856.5,0.04018036612710479
June 24,CYG,CAM,89367.3,0.04496579281324391
June 24,CYG,Aggregator commission,220949.18,0.1111721518960082
June 24,CYG,Marketing & advertisement,19198.16,0.009659690792443172
June 24,CYG,Other opex expenses,99268.15861538456,0.04994748026684945
June 24,NSS,Gross Sales,3652635.027,1.000012672382054
June 24,NSS,Net Sales,3652588.74,1.0
June 24,NSS,COGS (food +packaging),1516890.115683906,0.4152917899220995
June 24,NSS,Gross margin,2135698.624316094,0.5847082100779006
June 24,NSS,store Labor Cost,275271.1273202084,0.07536329625771346
June 24,NSS,Utility Cost,123019.0,0.03367994832070801
June 24,NSS,CAM,0.0,0.0
June 24,NSS,Aggregator commission,807942.4,0.2211971994416212
June 24,NSS,Marketing & advertisement,114403.75,0.0313212787268243
June 24,NSS,Other opex expenses,170648.6009230769,0.04671990554378069
June 24,GEB,Gross Sales,2891067.004,1.010738727374416
June 24,GEB,Net Sales,2860350.48,1.0
June 24,GEB,COGS (food +packaging),1225125.453331022,0.428313055304685
June 24,GEB,Gross margin,1635225.026668978,0.571686944695315
June 24,GEB,store Labor Cost,353203.9688843749,0.1234827589674867
June 24,GEB,Utility Cost,207448.3,0.07252548296109503
June 24,GEB,CAM,56304.88,0.01968460871969787
June 24,GEB,Aggregator commission,490684.55,0.1715470021701676
June 24,GEB,Marketing & advertisement,166641.62,0.05825916130389727
June 24,GEB,Other opex expenses,133219.6908461538,0.04657460397865431
June 24,ROH,Gross Sales,2472287.0,1.0
June 24,ROH,Net Sales,2472287.0,1.0
June 24,ROH,COGS (food +packaging),1053453.380336447,0.4261048091651362
June 24,ROH,Gross margin,1418833.619663553,0.5738951908348638
June 24,ROH,store Labor Cost,376325.553730625,0.1522175838527748
June 24,ROH,Utility Cost,130555.0,0.05280738037290978
June 24,ROH,CAM,0.0,0.0
June 24,ROH,Aggregator commission,543614.12,0.2198830960968528
June 24,ROH,Marketing & advertisement,117077.99,0.04735614837597739
June 24,ROH,Other opex expenses,133388.8784871796,0.05395363826577562
June 24,EKL,Gross Sales,5327727.002,1.011472247777592
June 24,EKL,Net Sales,5267299.24,1.0
June 24,EKL,COGS (food +packaging),2216580.24264311,0.4208191222192855
June 24,EKL,Gross margin,3050718.997356891,0.5791808777807146
June 24,EKL,store Labor Cost,568479.6591791667,0.1079262128990353
June 24,EKL,Utility Cost,254965.0,0.04840526204848768
June 24,EKL,CAM,0.0,0.0
June 24,EKL,Aggregator commission,896975.38,0.1702913275153131
June 24,EKL,Marketing & advertisement,275869.98,0.05237408535764146
June 24,EKL,Other opex expenses,235693.5758315019,0.04474657031854942
June 24,PBF,Gross Sales,2072903.033,1.018519733079726
June 24,PBF,Net Sales,2035211.46,1.0
June 24,PBF,COGS (food +packaging),854965.9381103765,0.4200870302245529
June 24,PBF,Gross margin,1180245.521889623,0.579912969775447
June 24,PBF,store Labor Cost,353540.089730625,0.1737117231693581
June 24,PBF,Utility Cost,59123.31,0.0290502049354616
June 24,PBF,CAM,59000.0,0.02898961663669091
June 24,PBF,Aggregator commission,279769.32,0.1374644971780967
June 24,PBF,Marketing & advertisement,405623.82,0.1993030345849173
June 24,PBF,Other opex expenses,109826.1276410253,0.05396300571195946
June 24,KBB,Gross Sales,2402111.023,1.003685202527335
June 24,KBB,Net Sales,2393291.26,1.0
June 24,KBB,COGS (food +packaging),1000621.044965764,0.4180941374288746
June 24,KBB,Gross margin,1392670.215034235,0.5819058625711253
June 24,KBB,store Labor Cost,288463.0932947916,0.1205298736998654
June 24,KBB,Utility Cost,108754.0,0.04544118880039699
June 24,KBB,CAM,53100.0,0.02218701956066977
June 24,KBB,Aggregator commission,487785.42,0.2038136469858667
June 24,KBB,Marketing & advertisement,138554.87,0.0578930246876847
June 24,KBB,Other opex expenses,116939.9060153847,0.04886154392064455
June 24,PRM,Gross Sales,1469339.004,1.05
June 24,PRM,Net Sales,1399370.48,1.0
June 24,PRM,COGS (food +packaging),539825.0729577082,0.3857627988248746
June 24,PRM,Gross margin,859545.4070422918,0.6142372011751255
June 24,PRM,store Labor Cost,326057.06739403,0.2330026765992877
June 24,PRM,Utility Cost,80000.0,0.05716856339573492
June 24,PRM,CAM,132125.47,0.0944177913485784
June 24,PRM,Aggregator commission,0.0,0.0
June 24,PRM,Marketing & advertisement,1622.57,0.00115949994886272
June 24,PRM,Other opex expenses,116355.4065641026,0.08314839295745513
June 24,IHY,Gross Sales,4269657.976,1.035933731731822
June 24,IHY,Net Sales,4121555.12,1.0
June 24,IHY,COGS (food +packaging),1549859.481618066,0.3760375480840508
June 24,IHY,Gross margin,2571695.638381935,0.6239624519159493
June 24,IHY,store Labor Cost,418874.5491066432,0.1016302189127688
June 24,IHY,Utility Cost,115378.0,0.02799380249462732
June 24,IHY,CAM,42482.0,0.01030727450273672
June 24,IHY,Aggregator commission,259397.48,0.06293679750666539
June 24,IHY,Marketing & advertisement,58404.6,0.01417052503230868
June 24,IHY,Other opex expenses,142514.4320366275,0.03457782994216696
June 24,DCH,Gross Sales,2596876.0,1.001701083061456
June 24,DCH,Net Sales,2592466.0,1.0
June 24,DCH,COGS (food +packaging),1211414.914878069,0.4672828553501063
June 24,DCH,Gross margin,1381051.085121931,0.5327171446498937
June 24,DCH,store Labor Cost,303110.8254101486,0.116919884546277
June 24,DCH,Utility Cost,0.0,0.0
June 24,DCH,CAM,0.0,0.0
June 24,DCH,Aggregator commission,0.0,0.0
June 24,DCH,Marketing & advertisement,1622.58,0.0006258828466795707
June 24,DCH,Other opex expenses,298000.2408658515,0.1149485628223674
June 24,SCH,Gross Sales,2861432.028,1.05
June 24,SCH,Net Sales,2725173.36,1.0
June 24,SCH,COGS (food +packaging),1093037.869351805,0.4010892978022525
June 24,SCH,Gross margin,1632135.490648195,0.5989107021977476
June 24,SCH,store Labor Cost,299949.0954421139,0.1100660603265672
June 24,SCH,Utility Cost,112485.0,0.04127627315423339
June 24,SCH,CAM,54640.0,0.02005010059249955
June 24,SCH,Aggregator commission,0.0,0.0
June 24,SCH,Marketing & advertisement,3657.73,0.001342200849930516
June 24,SCH,Other opex expenses,100273.0004535131,0.03679509051619128
June 24,LTP,Gross Sales,2795452.058,1.018709927352911
June 24,LTP,Net Sales,2744109.96,1.0
June 24,LTP,COGS (food +packaging),1063889.996388462,0.387699477024041
June 24,LTP,Gross margin,1680219.963611538,0.612300522975959
June 24,LTP,store Labor Cost,320117.9671789418,0.1166563919978417
June 24,LTP,Utility Cost,133195.17,0.04853856876784923
June 24,LTP,CAM,45073.06,0.01642538406150459
June 24,LTP,Aggregator commission,384886.66,0.1402591971933952
June 24,LTP,Marketing & advertisement,180916.92,0.06592918018489317
June 24,LTP,Other opex expenses,118095.8087679901,0.04303610660266329
June 24,FSM,Gross Sales,2242544.034,1.049973031322602
June 24,FSM,Net Sales,2135811.08,1.0
June 24,FSM,COGS (food +packaging),913239.6025045565,0.4275844483888325
June 24,FSM,Gross margin,1222571.477495444,0.5724155516111675
June 24,FSM,store Labor Cost,327949.3820028843,0.1535479355238125
June 24,FSM,Utility Cost,41626.0,0.01948955148224065
June 24,FSM,CAM,57112.0,0.02674019277023322
June 24,FSM,Aggregator commission,319.85,0.0001497557546147761
June 24,FSM,Marketing & advertisement,86604.7,0.04054885790741379
June 24,FSM,Other opex expenses,99527.40699326468,0.04659934950485634
June 24,GSM,Gross Sales,2496878.074,1.015387385258673
June 24,GSM,Net Sales,2459039.88,1.0
June 24,GSM,COGS (food +packaging),984326.2042230276,0.4002888331453281
June 24,GSM,Gross margin,1474713.675776972,0.599711166854672
June 24,GSM,store Labor Cost,244541.4460388366,0.09944590489473337
June 24,GSM,Utility Cost,84056.0,0.03418244684994698
June 24,GSM,CAM,26538.0,0.01079201692328796
June 24,GSM,Aggregator commission,376067.28,0.1529325665104708
June 24,GSM,Marketing & advertisement,111143.72,0.04519801443805783
June 24,GSM,Other opex expenses,98296.88513503235,0.03997368482492133
June 24,PPM,Gross Sales,2281965.025,1.018590010121333
June 24,PPM,Net Sales,2240317.5,1.0
June 24,PPM,COGS (food +packaging),896340.9257808713,0.4000954890460264
June 24,PPM,Gross margin,1343976.574219129,0.5999045109539736
June 24,PPM,store Labor Cost,297733.182386846,0.1328977622086361
June 24,PPM,Utility Cost,80168.63,0.03578449483164775
June 24,PPM,CAM,45533.84,0.02032472629437568
June 24,PPM,Aggregator commission,311409.18,0.1390022530288676
June 24,PPM,Marketing & advertisement,119701.51,0.05343060079653888
June 24,PPM,Other opex expenses,100668.9319373822,0.04493511832023016
June 24,FLM,Gross Sales,2734154.021,1.011437777615059
June 24,FLM,Net Sales,2703235.02,1.0
June 24,FLM,COGS (food +packaging),1079584.277185761,0.3993675241695268
June 24,FLM,Gross margin,1623650.742814239,0.6006324758304733
June 24,FLM,store Labor Cost,292608.9812220716,0.1082440035946529
June 24,FLM,Utility Cost,99573.0,0.03683475512240145
June 24,FLM,CAM,9491.0,0.003510978486805783
June 24,FLM,Aggregator commission,463311.1,0.1713913502052811
June 24,FLM,Marketing & advertisement,84505.57,0.03126090383365927
June 24,FLM,Other opex expenses,131823.5774467512,0.04876511900424817
June 24,FDN,Gross Sales,6270319.007,1.016075154876248
June 24,FDN,Net Sales,6171117.34,1.0
June 24,FDN,COGS (food +packaging),2220921.4300727,0.3598896776240362
June 24,FDN,Gross margin,3950195.9099273,0.6401103223759638
June 24,FDN,store Labor Cost,494297.9974635443,0.08009862237744199
June 24,FDN,Utility Cost,372078.0,0.06029345732712968
June 24,FDN,CAM,28036.0,0.004543099483504554
June 24,FDN,Aggregator commission,929253.09,0.1505810113148813
June 24,FDN,Marketing & advertisement,27980.7,0.004534138383439003
June 24,FDN,Other opex expenses,234647.3228124982,0.03802347449975699
June 24,DTK,Gross Sales,4596504.981,1.015969201894582
June 24,DTK,Net Sales,4524256.22,1.0
June 24,DTK,COGS (food +packaging),1722210.711298447,0.3806616220551821
June 24,DTK,Gross margin,2802045.508701553,0.6193383779448178
June 24,DTK,store Labor Cost,367043.1875061776,0.0811278516640195
June 24,DTK,Utility Cost,167639.0,0.03705338332938182
June 24,DTK,CAM,23222.0,0.005132777382798184
June 24,DTK,Aggregator commission,685234.71,0.1514579804235756
June 24,DTK,Marketing & advertisement,33890.49,0.007490842328996124
June 24,DTK,Other opex expenses,155777.8289413201,0.03443169912718164
June 24,AKA,Gross Sales,2066693.025,1.01347306578476
June 24,AKA,Net Sales,2039218.5,1.0
June 24,AKA,COGS (food +packaging),776669.0631746645,0.3808660343041536
June 24,AKA,Gross margin,1262549.436825335,0.6191339656958464
June 24,AKA,store Labor Cost,344537.906592756,0.1689558556833199
June 24,AKA,Utility Cost,98479.8,0.0482929122112221
June 24,AKA,CAM,59000.0,0.02893265238619599
June 24,AKA,Aggregator commission,326944.01,0.1603280913742201
June 24,AKA,Marketing & advertisement,161081.32,0.07899169216050168
June 24,AKA,Other opex expenses,92051.64075390017,0.04514064616121331
June 24,HIM,Gross Sales,2103722.942,1.024825029000912
June 24,HIM,Net Sales,2052763.04,1.0
June 24,HIM,COGS (food +packaging),830380.8521389286,0.4045186102624532
June 24,HIM,Gross margin,1222382.187861071,0.5954813897375468
June 24,HIM,store Labor Cost,380093.1565919459,0.1851617304021344
June 24,HIM,Utility Cost,120036.0,0.05847533186295092
June 24,HIM,CAM,0.0,0.0
June 24,HIM,Aggregator commission,228202.53,0.1111684717394366
June 24,HIM,Marketing & advertisement,65587.58,0.03195087729171118
June 24,HIM,Other opex expenses,98971.50501169855,0.04821379919803045
June 24,SMR,Gross Sales,5660780.004000001,1.011782156898397
June 24,SMR,Net Sales,5594860.48,1.0
June 24,SMR,COGS (food +packaging),2041285.811656991,0.364850172574275
June 24,SMR,Gross margin,3553574.668343009,0.6351498274257249
June 24,SMR,store Labor Cost,487600.8266607143,0.0871515614024238
June 24,SMR,Utility Cost,188071.0,0.03361495799087379
June 24,SMR,CAM,20900.0,0.003735571257712578
June 24,SMR,Aggregator commission,952607.55,0.170264755199043
June 24,SMR,Marketing & advertisement,185989.71,0.03324295765101903
June 24,SMR,Other opex expenses,167430.6066564594,0.02992578765010765
June 24,ATL,Gross Sales,2938549.963,1.027425124883087
June 24,ATL,Net Sales,2860111.06,1.0
June 24,ATL,COGS (food +packaging),1148979.090782448,0.4017253409671608
June 24,ATL,Gross margin,1711131.969217552,0.5982746590328392
June 24,ATL,store Labor Cost,267295.3587716749,0.09345628654422773
June 24,ATL,Utility Cost,70000.0,0.02447457407475638
June 24,ATL,CAM,53100.0,0.0185657126195652
June 24,ATL,Aggregator commission,291075.86,0.1017708242420488
June 24,ATL,Marketing & advertisement,84936.54,0.02969693771262155
June 24,ATL,Other opex expenses,134965.8634898115,0.04718902890778358
June 24,DSL,Gross Sales,1552396.966,1.026438612331628
June 24,DSL,Net Sales,1512410.92,1.0
June 24,DSL,COGS (food +packaging),620913.2370521914,0.4105453278876031
June 24,DSL,Gross margin,891497.6829478085,0.5894546721123969
June 24,DSL,store Labor Cost,295264.4383488789,0.1952276556882299
June 24,DSL,Utility Cost,93109.0,0.06156329524518377
June 24,DSL,CAM,41300.0,0.02730739341659871
June 24,DSL,Aggregator commission,157646.83,0.1042354481280788
June 24,DSL,Marketing & advertisement,199741.7,0.1320684063825723
June 24,DSL,Other opex expenses,87711.45417906088,0.05799445971936045
June 24,ATT,Gross Sales,579318.024,1.023322375840041
June 24,ATT,Net Sales,566114.88,1.0
June 24,ATT,COGS (food +packaging),263345.7941975065,0.465180837849566
June 24,ATT,Gross margin,302769.0858024935,0.534819162150434
June 24,ATT,store Labor Cost,244438.7177555894,0.4317828878753186
June 24,ATT,Utility Cost,42335.0,0.07478164149297754
June 24,ATT,CAM,3461.33,0.006114183043554693
June 24,ATT,Aggregator commission,66331.1,0.117168974608122
June 24,ATT,Marketing & advertisement,94716.15,0.1673090627824515
June 24,ATT,Other opex expenses,111059.2433521502,0.1961779265582106
June 24,DLP,Gross Sales,2358098.006,1.038364740801383
June 24,DLP,Net Sales,2270972.726,1.0
June 24,DLP,COGS (food +packaging),886956.3339525753,0.3905623012544165
June 24,DLP,Gross margin,1384016.392047424,0.6094376987455835
June 24,DLP,store Labor Cost,355380.6666666667,0.1564883023904122
June 24,DLP,Utility Cost,60924.0,0.02682727066797895
June 24,DLP,CAM,58551.6,0.02578260818795937
June 24,DLP,Aggregator commission,117904.72,0.05191815764677749
June 24,DLP,Marketing & advertisement,4285.61,0.001887125261758868
June 24,DLP,Other opex expenses,87479.99000000002,0.03852093378245179
June 24,EXA,Gross Sales,3604906.984,1.028127182530758
June 24,EXA,Net Sales,3506285.064,1.0
June 24,EXA,COGS (food +packaging),1323268.795000233,0.3773990907318405
June 24,EXA,Gross margin,2183016.268999767,0.6226009092681595
June 24,EXA,store Labor Cost,361412.6666666667,0.1030756655747676
June 24,EXA,Utility Cost,77356.31,0.02206218507281072
June 24,EXA,CAM,63003.0,0.01796859035988524
June 24,EXA,Aggregator commission,344890.03,0.09836337425644066
June 24,EXA,Marketing & advertisement,38047.19,0.0108511399688066
June 24,EXA,Other opex expenses,96640.31199999992,0.02756202369060997
June 24,VRA,Gross Sales,2620442.024,1.026461843426087
June 24,VRA,Net Sales,2552887.904,1.0
June 24,VRA,COGS (food +packaging),986231.2837969256,0.3863198545661352
June 24,VRA,Gross margin,1566656.620203074,0.6136801454338648
June 24,VRA,store Labor Cost,393408.6666666667,0.1541033846610551
June 24,VRA,Utility Cost,162658.0,0.06371529268681905
June 24,VRA,CAM,109150.0,0.04275550047809699
June 24,VRA,Aggregator commission,268416.23,0.1051421919385615
June 24,VRA,Marketing & advertisement,170923.0,0.06695280264056593
June 24,VRA,Other opex expenses,83583.10800000024,0.03274061029825783
June 24,CPM,Gross Sales,2737864.994,1.044797620685718
June 24,CPM,Net Sales,2620473.994,1.0
June 24,CPM,COGS (food +packaging),981123.4333511417,0.374406857537065
June 24,CPM,Gross margin,1639350.560648858,0.625593142462935
June 24,CPM,store Labor Cost,449535.0,0.1715472090275589
June 24,CPM,Utility Cost,100000.0,0.03816103507570241
June 24,CPM,CAM,69334.0,0.02645857205938751
June 24,CPM,Aggregator commission,58358.62,0.02227025344789589
June 24,CPM,Marketing & advertisement,8459.46,0.003228217497815015
June 24,CPM,Other opex expenses,103093.982,0.03934173063195832
June 24,KTP,Gross Sales,4143887.695,1.023661449215915
June 24,KTP,Net Sales,4048103.695,1.0
June 24,KTP,COGS (food +packaging),1506520.84926536,0.3721547081726522
June 24,KTP,Gross margin,2541582.84573464,0.6278452918273478
June 24,KTP,store Labor Cost,474695.0,0.1172635475188834
June 24,KTP,Utility Cost,265853.0,0.0656734659066089
