month,store,aggregator_commission,cam,cogs_food_pluspackaging,gross_sales,marketing_&_advertisement,net_sales,other_opex_expenses,rent,utility_cost,store_labor_cost,total_outlet_expenses,outlet_ebitda
May 2024,IBC,1.1295,0.0,4.4772,11.8041,0.1345,11.4852,0.966,0.7611,0.8425,2.4757,10.7865,0.6987000000000005
May 2024,IHY,2.8524,0.4248,14.9612,41.8417,1.5651,40.4364,1.32,6.4287,1.1677,3.5293,32.2492,8.187199999999997
May 2024,INB,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,
May 2024,IND,13.1207,0.0,24.4931,67.9924,1.4797,67.523,2.6875,2.4811,2.1795,5.4547,51.8963,15.6267
May 2024,ITPL,9.4401,0.0,25.8401,65.5605,1.2424,64.2941,2.213,6.2689,1.6624,5.4969,52.163799999999995,12.130300000000005
May 2024,JAP,5.7307,0.0,11.1313,25.7435,2.0335,25.7417,1.5422,0.371,1.138,3.2404,25.1871,0.5546000000000006
May 2024,JIG,8.3669,0.0865,17.9424,45.0729,2.018,44.7581,1.6619,1.45,1.8815,4.2788,37.686,7.072099999999999
May 2024,JPC,,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,
May 2024,JPN,8.4672,0.0,20.7499,53.7926,1.6585,53.0639,1.895,5.3269,1.8508,4.9244,44.8727,8.191199999999995
May 2024,KBB,4.8989,0.531,9.9993,23.1598,2.5623,23.1011,1.3317,0.179,1.1776,3.3362,24.016,-0.9148999999999994
May 2024,KCK,10.5759,0.0,17.2557,47.1616,1.2617,47.1606,1.7138,0.3828,1.5641,3.8883,36.642300000000006,10.518299999999996
May 2024,KNP,3.4494,,8.3333,23.425,1.4361,23.0558,1.1942,1.4,0.9875,3.4063,20.206799999999998,2.8490000000000038
May 2024,KOR,6.7274,0.0,15.7757,45.1356,1.154,44.4063,2.0092,2.36,2.0217,4.4711,34.5191,9.8872
May 2024,KTP,4.8674,0.531,13.836,39.853,1.656,39.0173,1.1104,3.2226,2.3873,4.036,31.6467,7.3706
May 2024,LTP,3.6308,0.4507,9.3036,26.2351,0.6108,25.7448,1.2219,2.2126,1.3603,3.1214,21.9121,3.8327000000000027
May 2024,MAN,1.5452,0.0,5.8669,17.2048,0.596,16.7022,0.9378,2.3599,0.8948,3.0034,15.204,1.4982000000000006
May 2024,MTP,0.0,0.0,4.6943,10.9088,0.0788,10.3893,0.9557,1.4711,0.7544,1.828,9.782300000000001,0.6069999999999993
May 2024,NSS,8.7069,0.0,15.3919,39.1327,1.9338,39.1312,1.8208,0.47,1.4044,3.0449,32.7727,6.358499999999999
May 2024,ORE,,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,
May 2024,ORW,2.3925,1.0762,11.0549,32.9409,0.124,31.8924,1.0489,4.9812,1.0374,3.1681,24.8832,7.0092
May 2024,PBF,2.8928,0.59,7.7585,19.1217,4.251,18.8329,1.2477,1.9642,0.6,3.758,23.0622,-4.229300000000002
May 2024,PPM,3.3766,0.4553,8.122,22.6145,0.9033,22.2569,0.9985,1.8193,0.7691,3.4125,19.8566,2.4003000000000014
May 2024,PRI,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,
May 2024,PRM,0.005,1.3806,0.8498,2.0178,0.9216,1.9217,0.6546,2.1225,0.1884,0.1616,6.2841000000000005,-4.362400000000001
May 2024,PTP,,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,
May 2024,RGA,4.5556,0.2643,9.1231,26.7697,0.124,26.4764,1.3906,2.046,0.887,3.0563,21.4469,5.029500000000002
May 2024,RMZ,0.9271,0.1888,7.5123,19.8079,0.124,19.1456,1.2679,2.5341,0.619,3.0246,16.1978,2.947800000000001
May 2024,ROH,5.6543,0.0,10.6474,25.4252,2.1771,25.4252,1.4288,0.45,1.1793,3.5972,25.1341,0.29110000000000014
May 2024,RRR,3.0427,0.4413,8.7066,23.3478,0.8347,22.9103,1.2557,2.0645,1.11,3.61,21.0655,1.8447999999999993
May 2024,SCH,0.0099,0.5464,10.4248,28.1215,0.0521,26.7893,0.9996,3.1611,1.2739,3.5425,20.0103,6.779
May 2024,SCK,10.3757,0.0,20.1795,48.7432,0.7552,48.7374,1.5886,0.441,1.422,4.0411,38.8031,9.9343
May 2024,SEC,,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,
May 2024,SES,6.5719,0.0,11.855,29.711,2.0155,29.7094,1.4119,0.3307,1.1705,3.2802,26.6357,3.0736999999999988
May 2024,SFC,11.7787,0.0578,20.9203,52.8283,1.6576,52.8143,1.8628,0.4969,0.6533,3.9684,41.3958,11.418500000000002
May 2024,SHV,4.7537,0.1475,10.7042,30.1228,1.3046,29.7043,1.3858,1.416,1.2191,3.7568,24.6877,5.0166
May 2024,SIG,,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,
May 2024,SJP,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,
May 2024,SKO,6.3975,1.03,16.3793,42.9483,0.8613,42.2901,2.0581,3.5828,1.8023,3.8819,35.9932,6.296900000000001
May 2024,SMR,8.5094,0.209,18.1336,50.7685,1.5255,50.1509,1.7741,1.6333,1.6175,4.7526,38.155,11.995899999999999
May 2024,SYH,7.7331,0.0,17.2438,44.6786,1.4557,44.1634,1.9458,2.065,1.8864,4.2376,36.5674,7.596000000000004
May 2024,Tecno,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,
May 2024,VBP,8.8861,0.4673,21.0295,55.0503,1.6562,54.2813,2.1076,2.7619,1.0539,3.692,41.6545,12.626800000000003
May 2024,VEL,3.6953,,10.4563,30.0123,1.1992,29.382,0.9841,1.7,1.6746,3.7459,23.455400000000004,5.926599999999997
May 2024,VIR,5.1227,0.295,10.5498,29.7457,0.4341,29.421,1.2278,2.2362,1.3726,3.3077,24.5459,4.8751
May 2024,VRA,2.8562,1.0915,9.724,26.8199,1.7539,26.1576,1.1142,3.2096,1.7974,3.0341,24.5809,1.5766999999999989
May 2025,ADM,19.1291,1.2213,37.2719,103.0079,1.4303,102.232,2.6661,5.7346,1.615,6.4014,75.4697,26.762299999999996
May 2025,AKA,4.5858,0.6195,11.0928,31.6175,2.0079,31.1616,1.3836,1.6726,1.1498,2.7596,25.2716,5.890000000000001
May 2025,AMZ,0.0,0.0,9.5162,20.5242,0.0,19.5469,1.011,0.0,0.0,4.4184,14.945599999999999,4.601300000000002
May 2025,ANN,7.4993,0.8615,17.2013,48.8824,1.7281,48.2005,2.0233,5.1936,1.5389,5.7498,41.7958,6.404699999999998
May 2025,ARK,10.1018,0.0,21.367,64.6832,1.0248,63.8889,2.0882,1.5139,1.819,5.5156,43.4303,20.458599999999997
May 2025,ATL,4.4461,0.6233,13.7963,41.4475,1.4275,40.4942,1.5355,3.7384,0.9831,3.2198,29.77,10.7242
May 2025,ATT,2.9364,0.0944,8.4146,24.0177,1.9413,23.5533,1.3,1.888,1.3859,3.7851,21.7457,1.8076000000000008
May 2025,AUR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
May 2025,AVK,1.8732,0.7789,6.833,17.0969,0.648,16.6627,1.1466,2.1351,0.9348,3.8718,18.221400000000003,-1.5587000000000018
May 2025,AYN,4.0996,0.0,9.0379,26.637,1.5876,26.3084,1.3882,1.4632,1.1708,3.8345,22.5818,3.7265999999999977
May 2025,BAG,0.0,0.413,4.3241,12.2275,0.2246,11.6452,1.069,1.3741,0.7429,3.1396,11.2873,0.3579000000000008
May 2025,BNJ,4.9407,0.14,12.9892,37.5787,1.6669,36.9185,1.6863,4.13,1.8279,4.0334,31.4144,5.504100000000001
May 2025,BOM,4.3938,0.118,11.0139,28.6421,3.3822,28.2655,1.5144,2.242,1.7945,5.31,29.7688,-1.5032999999999994
May 2025,BTG,5.0296,0.3122,12.0075,36.4454,0.4704,35.8509,1.5155,3.2373,0.5573,4.0897,27.2195,8.631400000000003
May 2025,BVG,5.9286,0.118,14.2275,44.5011,0.9172,43.7245,1.6762,1.4753,1.4877,3.8292,29.6597,14.064799999999998
May 2025,CAR,1.4028,0.7692,9.548,27.6579,1.3099,26.6597,1.0386,3.1442,1.1784,4.6764,23.067499999999995,3.5922000000000054
May 2025,CLA,7.4851,0.0,15.2648,35.2444,1.7028,35.2072,1.6928,0.3643,1.6011,4.007,32.1179,3.0893000000000015
May 2025,CPM,0.4575,0.7984,9.9902,29.9849,0.0312,28.662,1.6356,4.3967,1.0496,4.8506,23.209799999999998,5.452200000000001
May 2025,CVR,0.0,0.3098,3.7227,11.1557,0.045,10.6245,0.9208,1.2537,0.7408,2.9619,9.9547,0.6697999999999986
May 2025,CYG,4.2873,0.9388,10.6801,33.2945,0.3564,32.6951,1.1494,3.6909,1.0445,3.7214,25.868799999999997,6.8263
May 2025,DCB,0.0,0.0,6.246,14.65,0.0177,14.65,2.9248,0.0,0.0,2.7788,11.967300000000002,2.6826999999999988
May 2025,DCH,0.0,0.0,14.7772,33.5025,0.0,33.4413,4.7712,0.0,0.0,5.4926,25.041,8.400299999999998
May 2025,DIV,2.054,0.2124,6.7368,20.4677,0.3699,19.9587,1.4437,2.124,0.9599,3.4844,17.3851,2.573599999999999
May 2025,DLF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
May 2025,DLP,0.0,0.7514,7.6292,20.5138,0.0118,19.5369,1.0678,2.7664,0.6455,3.2133,16.0854,3.4514999999999993
May 2025,DLT,3.3252,0.8271,7.4174,22.0501,1.6407,21.765,1.0854,2.8256,0.7553,3.7264,21.603099999999998,0.16190000000000282
May 2025,DSL,2.429,0.413,8.4625,24.4757,2.1668,23.8692,1.1455,2.3136,1.1859,2.4182,20.5345,3.334699999999998
May 2025,DTK,6.7191,0.2322,16.9831,51.3592,1.1111,50.4452,1.9217,4.6487,1.7968,5.336,38.7487,11.6965
May 2025,DWR,11.2328,0.0,19.5796,51.1933,2.2793,51.1909,1.7471,0.4336,1.2398,4.1252,40.6374,10.5535
May 2025,ECN,1.5015,0.4553,8.2175,23.9188,0.2384,23.1432,1.1936,2.9192,1.05,3.3622,18.9377,4.205500000000001
May 2025,ECO-old,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
May 2025,ECT,5.4831,0.0,13.8162,39.1981,1.8656,38.5518,1.6535,2.1004,2.0496,4.4322,31.400600000000004,7.151199999999996
May 2025,ECW-old,2.4057,0.2036,5.7165,18.877,0.285,18.5154,0.9929,1.7332,0.9432,3.7712,16.0513,2.4640999999999984
May 2025,EGL,0.0,0.0,6.415,19.5325,0.0295,18.7098,1.3597,2.9126,0.8114,3.8407,15.368900000000002,3.3408999999999995
May 2025,EKL,11.8385,0.0,26.1519,71.6364,1.7968,70.8293,2.4866,3.7878,3.8553,7.7923,57.709199999999996,13.120100000000008
May 2025,EST,6.296,0.3977,12.5062,37.6212,1.0127,37.261,1.7072,1.7772,1.8542,4.0364,29.587600000000002,7.673400000000001
May 2025,ETF,0.0,0.0,9.487,25.5215,0.0361,24.3062,1.2516,5.2322,0.67,3.2754,19.9523,4.353899999999999
May 2025,ETV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
May 2025,EXA,0.0,0.6741,9.7503,27.2673,2.2719,25.9689,1.2887,4.1205,0.9076,4.3863,23.3994,2.5695000000000014
May 2025,FDN,12.7337,0.2804,29.82,91.8574,0.8902,90.4099,2.7235,4.4421,2.7605,5.8082,59.4586,30.951299999999996
May 2025,FKM,0.0,0.59,5.9723,11.6874,2.1418,11.1309,1.1949,1.5762,0.6231,3.133,15.231300000000001,-4.1004000000000005
May 2025,FLM,4.7755,0.0949,10.9396,32.3821,1.4471,31.9331,1.9785,2.5783,1.6449,3.8706,27.3294,4.6037
May 2025,FSM,0.0,0.6282,9.6677,27.986,0.111,26.6534,1.298,4.756,0.4271,2.65,19.538,7.115400000000001
May 2025,GCN,7.6219,0.3253,15.5687,43.6518,3.7607,43.2406,1.4153,3.7467,1.7484,4.8472,39.0342,4.206400000000002
May 2025,GEB,7.3462,0.5987,16.0554,44.06,1.4815,43.5886,1.8507,1.6645,1.2395,4.5742,34.8107,8.777900000000002
May 2025,GSC,0.0,0.0,8.7755,23.3523,0.0177,22.2403,3.7282,0.0,0.0,3.2432,15.7646,6.475700000000002
May 2025,GSM,4.6988,0.3052,10.7426,31.6735,1.6906,31.2342,1.3555,1.357,0.9315,2.9606,24.0418,7.192400000000003
May 2025,HIM,3.3769,0.0,10.5995,31.2782,1.4952,30.5628,1.6936,1.5635,1.3994,4.2219,24.35,6.212799999999998
May 2025,HKZ,8.9914,0.0,19.2006,53.8697,4.2531,53.2666,2.3241,5.6994,2.0022,7.3846,49.8554,3.411199999999994
May 2025,HSR,15.2811,0.0,32.8094,97.8715,1.4444,96.6601,2.4445,2.2004,2.2271,8.1898,64.5967,32.0634
May 2025,IBC,1.4453,0.0,5.2633,15.4857,0.8676,15.0665,1.2332,0.7921,1.507,2.9155,14.024000000000001,1.0424999999999986
May 2025,IHY,0.0,0.4519,12.2808,35.4125,0.7566,33.7262,1.6443,5.9695,1.2311,3.6757,26.009900000000002,7.716299999999997
May 2025,INB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
May 2025,IND,16.5241,0.0,36.5728,102.0268,1.8388,100.8314,3.9032,2.9277,3.104,7.6338,72.5044,28.326999999999998
May 2025,ITPL,7.9204,0.0,24.7303,64.171,2.0595,62.8015,2.234,6.3765,1.6314,7.2431,52.1952,10.606299999999997
May 2025,JAP,8.3402,0.0,14.4089,37.9169,2.0515,37.9061,2.1176,0.464,1.1272,4.0388,32.548199999999994,5.357900000000008
May 2025,JAY,5.6181,0.1,17.582,49.1023,1.7474,47.9847,2.5376,3.835,1.5869,5.3294,38.3364,9.648299999999999
May 2025,JIG,10.3066,0.0995,20.7288,57.0386,1.8892,56.5748,2.1636,1.9676,2.2397,5.4828,44.8778,11.697000000000003
May 2025,JPC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
May 2025,JPN,5.7197,0.0,15.2665,45.3343,1.2225,44.4703,1.602,4.789,2.4063,5.3903,36.3963,8.074000000000005
May 2025,KAM,6.1245,0.059,15.661,43.3507,2.3009,42.6429,2.1623,4.071,1.9449,6.5658,38.8894,3.7534999999999954
May 2025,KBB,9.8329,0.531,17.3088,47.4977,2.1049,47.3777,2.4623,0.944,1.1893,4.2515,38.624700000000004,8.752999999999993
May 2025,KCK,11.5748,0.0,18.5607,54.3423,2.0285,54.3392,1.5997,0.4781,1.8148,4.2762,40.3328,14.0064
May 2025,KNP,5.8097,0.0,14.3348,39.192,2.1338,38.647,1.7033,1.7346,2.0022,5.13,32.8484,5.7986
May 2025,KOR,9.3037,0.0,19.8613,60.0144,1.2034,59.264,2.2781,2.65,2.7224,5.7475,43.7664,15.497600000000006
May 2025,KTP,5.984,0.5575,19.3033,56.7874,1.5546,55.451,1.578,4.9077,2.9731,5.0127,41.87089999999999,13.580100000000009
May 2025,LTP,2.3765,0.4507,9.0815,25.7018,1.435,25.0129,1.8193,2.4488,1.7471,3.9245,23.2834,1.729499999999998
May 2025,MAN,2.0094,0.0,9.9592,29.1053,1.3885,28.1649,1.3309,3.3235,0.8652,3.3937,22.2704,5.894500000000001
May 2025,MAY,6.4817,0.0,10.8693,29.6389,2.9086,29.6388,1.2605,0.531,1.2573,4.7433,28.0517,1.5870999999999995
May 2025,MFT,0.0,0.0,6.4115,14.7558,0.0,14.0531,1.194,0.0,0.0,2.8889,10.494399999999999,3.5587000000000018
May 2025,MMM,1.9083,0.6815,10.7627,30.1348,1.3148,29.1375,1.1212,3.1821,1.6856,4.2191,24.8753,4.2622
May 2025,MOM,8.0077,0.4109,16.5739,45.375,1.74,44.9707,1.5865,1.652,1.6664,6.1496,37.787,7.183700000000002
May 2025,MTM,0.0,2.3082,0.5744,1.6473,0.1928,1.5689,0.649,1.7033,0.7202,5.1665,11.314400000000001,-9.745500000000002
May 2025,MTP,0.0,0.0,3.433,9.8239,0.0562,9.3561,0.9966,1.7664,0.9407,2.4242,9.617099999999999,-0.26099999999999923
May 2025,NEX,3.0614,0.531,9.8587,27.8612,1.6342,27.2429,1.245,2.1034,1.1,3.5956,23.1293,4.113599999999998
May 2025,NSS,9.6762,0.0,15.6759,44.633,1.8857,44.6326,1.8477,0.5456,1.5938,4.5972,35.8221,8.810499999999998
May 2025,NUN,8.3522,0.0,19.207,54.907,1.7282,54.2005,1.6076,3.835,2.0997,5.6028,42.432500000000005,11.767999999999994
May 2025,OPP,5.0484,0.354,12.4177,35.4342,1.8491,34.9026,0.9507,2.0791,1.4424,3.7713,27.9127,6.989899999999999
May 2025,ORE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
May 2025,ORW,0.0,1.0762,9.2356,26.6629,0.2311,25.3932,1.2443,4.2688,1.1123,4.033,21.2013,4.1919
May 2025,PAD,2.5507,0.0,9.767,26.7065,2.4299,26.0204,1.5919,2.1316,1.6669,5.14,25.278,0.7424
May 2025,PBF,5.0671,0.6195,13.0006,34.0755,1.9993,33.5792,1.4463,3.4757,0.6,5.2224,31.430899999999998,2.1483000000000025
May 2025,PER,2.9513,0.0,8.6902,24.0344,1.4066,23.5673,1.0474,2.301,1.3128,4.0619,21.7712,1.7960999999999991
May 2025,PPM,3.3602,0.4781,9.8417,27.4168,1.492,26.8817,1.2434,2.3426,0.9861,3.3866,23.130699999999997,3.7510000000000012
May 2025,PRI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
May 2025,PRM,2.4142,1.4214,9.5923,26.7959,1.5885,26.0788,1.2574,3.3851,0.889,4.1169,24.6648,1.4140000000000015
May 2025,PTG,2.7376,0.0,9.1934,25.6721,2.7106,25.0802,1.5168,4.7355,1.4133,3.4631,25.770300000000002,-0.690100000000001
May 2025,PTP,5.6357,0.177,13.7753,37.6995,1.7611,37.1569,1.4378,1.5281,1.4669,4.5376,30.319499999999998,6.837400000000002
May 2025,RAJ,4.2757,0.0,9.2431,28.5117,1.3527,28.1389,1.6659,2.36,1.635,3.812,24.3444,3.7944999999999993
May 2025,RGA,5.0006,0.0,9.4785,29.251,0.9001,28.9878,1.3022,2.1454,1.1628,3.5747,23.5643,5.423500000000001
May 2025,RMZ,1.3086,0.1888,6.2609,18.3454,0.2278,17.7701,1.5174,2.14,0.7392,3.6538,16.0365,1.7335999999999991
May 2025,ROH,9.4811,0.0,15.6732,43.6537,1.847,43.6522,1.6247,0.5575,1.6893,4.2451,35.1179,8.534300000000002
May 2025,RRR,4.6108,0.4795,10.9667,34.7467,1.4029,34.1461,1.3389,2.1677,1.1081,3.6788,25.7534,8.392699999999998
May 2025,SCH,0.0,0.5464,11.483,33.2778,0.0263,31.6931,1.4393,3.7398,1.4129,3.984,22.631700000000002,9.061399999999999
May 2025,SCK,13.8273,0.0,23.9339,64.7979,1.6146,64.7936,1.926,0.5204,1.5209,4.6515,47.9946,16.799
May 2025,SEC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
May 2025,SES,8.0973,0.6107,19.278,54.3516,1.9414,53.5233,1.881,3.8504,1.0873,5.3131,42.0592,11.464100000000002
May 2025,SFC,17.5188,0.0733,29.3934,80.8541,1.8545,80.8148,2.7819,0.6303,1.5972,4.3825,58.231899999999996,22.58290000000001
May 2025,SHA,3.7844,0.0,6.6615,17.5226,3.0055,17.5214,1.301,0.472,1.0059,3.8839,20.1142,-2.5928000000000004
May 2025,SHV,4.5564,0.177,11.3828,34.5721,1.1803,33.9514,1.6275,1.501,1.2948,4.4673,26.187099999999997,7.764300000000002
May 2025,SIG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
May 2025,SJP,9.7298,0.0,20.4584,58.0146,1.4189,57.5239,1.7969,2.95,2.2139,7.0807,45.6486,11.875299999999996
May 2025,SKO,8.7071,1.03,20.4669,57.5324,1.6546,56.7296,2.3659,4.6721,2.1094,5.9534,46.9594,9.770199999999996
May 2025,SMR,14.173,0.209,29.5297,91.0274,0.9584,89.9342,2.6302,2.065,2.2163,6.5653,58.346900000000005,31.5873
May 2025,STN,1.265,0.59,11.026,32.4283,2.7764,31.1733,1.4611,4.3189,1.0904,3.7152,26.243000000000002,4.930299999999999
May 2025,SYH,9.7328,0.0,21.3406,57.8691,2.3992,57.1851,1.8735,2.065,2.676,7.8503,47.9374,9.247700000000002
May 2025,TGN,5.4935,0.274,13.5982,38.9959,2.9225,38.3688,1.8508,3.599,1.4517,4.5407,33.7304,4.638399999999997
May 2025,Tecno,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
May 2025,VBP,13.9081,0.7745,28.4672,81.0402,1.5074,80.1801,2.8994,3.0031,1.3281,6.2384,58.1262,22.0539
May 2025,VEL,5.9542,0.0,15.8357,47.6664,1.6095,46.7552,1.9961,2.1063,1.7214,5.6428,34.866,11.889200000000002
May 2025,VIR,7.4316,0.3098,16.3018,49.1093,0.5637,48.4852,2.3932,3.2646,1.254,4.3597,35.8784,12.6068
May 2025,VRA,3.2256,1.1505,13.7063,39.8779,1.3049,38.7198,1.6818,4.868,1.8503,4.5586,32.346000000000004,6.373799999999996
May 2025,WHT,5.4727,0.472,11.4927,33.8465,2.0166,33.4912,1.525,3.54,1.954,5.2776,31.7506,1.7406000000000006
May 2025,WST,0.0,0.734,3.9458,10.5095,0.2053,10.009,2.4461,1.3582,0.68,4.0079,13.377300000000002,-3.3683000000000014
